,imdb_title_id,weighted_average_vote,total_votes
19955,tt0082508,7.3,847
19956,tt0082509,6.7,30879
19957,tt0082510,6.1,124
19958,tt0082511,5.8,6004
19959,tt0082515,5.3,110
19960,tt0082516,5.8,1000
19961,tt0082517,6.9,45080
19962,tt0082518,5.8,427
19963,tt0082519,2.2,254
19964,tt0082522,3.6,607
19965,tt0082524,5.0,465
19966,tt0082525,5.2,904
19967,tt0082526,6.1,112
19968,tt0082527,5.1,1988
19969,tt0082528,5.8,1633
19970,tt0082532,5.7,127
19971,tt0082533,6.6,30169
19972,tt0082534,6.4,186
19973,tt0082537,4.8,1638
19974,tt0082539,6.5,823
19975,tt0082547,6.7,171
19976,tt0082552,5.9,130
19977,tt0082558,5.5,4319
19978,tt0082559,5.0,4570
19979,tt0082562,7.0,3033
19980,tt0082567,5.6,280
19981,tt0082576,7.0,432
19982,tt0082580,4.0,693
19983,tt0082582,6.6,162
19984,tt0082583,5.3,291
19985,tt0082592,6.2,4978
19986,tt0082594,6.9,1286
19987,tt0082596,6.9,512
19988,tt0082599,6.8,275
19989,tt0082601,7.0,595
19990,tt0082602,7.4,860
19991,tt0082611,5.2,301
19992,tt0082612,5.1,538
19993,tt0082619,5.5,325
19994,tt0082620,3.6,251
19995,tt0082622,6.3,4291
19996,tt0082627,7.4,498
19997,tt0082633,7.2,1497
19998,tt0082639,6.8,2369
19999,tt0082640,5.2,2396
20000,tt0082641,7.4,525
20001,tt0082642,4.5,893
20002,tt0082644,7.1,2141
20003,tt0082648,5.1,1832
20004,tt0082655,5.2,169
20005,tt0082656,5.8,511
20006,tt0082661,7.2,3516
20007,tt0082666,7.2,1101
20008,tt0082669,2.9,342
20009,tt0082671,7.5,5121
20010,tt0082677,6.1,4634
20011,tt0082678,6.9,371
20012,tt0082681,7.0,200
20013,tt0082685,4.9,206
20014,tt0082689,6.6,132
20015,tt0082690,5.4,388
20016,tt0082694,7.6,163536
20017,tt0082696,5.3,4935
20018,tt0082699,6.6,779
20019,tt0082700,5.2,8873
20020,tt0082701,6.7,683
20021,tt0082704,7.4,271
20022,tt0082706,5.3,173
20023,tt0082714,7.8,3009
20024,tt0082726,5.8,913
20025,tt0082728,7.6,193
20026,tt0082729,7.7,1149
20027,tt0082731,6.8,743
20028,tt0082733,5.4,258
20029,tt0082736,7.8,9235
20030,tt0082741,5.2,117
20031,tt0082742,5.0,126
20032,tt0082743,6.1,604
20033,tt0082744,4.8,803
20034,tt0082747,4.9,208
20035,tt0082748,6.2,8274
20036,tt0082749,7.1,694
20037,tt0082752,7.2,200
20038,tt0082755,8.2,5212
20039,tt0082758,3.4,173
20040,tt0082761,7.0,355
20041,tt0082762,5.4,110
20042,tt0082763,5.1,4790
20043,tt0082764,7.0,3058
20044,tt0082766,6.7,14035
20045,tt0082769,3.8,737
20046,tt0082770,6.6,1844
20047,tt0082775,5.1,367
20048,tt0082776,6.8,8360
20049,tt0082782,6.3,17275
20050,tt0082783,7.8,17709
20051,tt0082796,7.4,904
20052,tt0082797,7.1,1479
20053,tt0082799,3.0,917
20054,tt0082804,4.8,1084
20055,tt0082806,4.9,2466
20056,tt0082810,6.5,1235
20057,tt0082812,5.6,2248
20058,tt0082813,6.4,2096
20059,tt0082815,2.6,546
20060,tt0082816,6.0,854
20061,tt0082817,6.4,17049
20062,tt0082818,5.7,3295
20063,tt0082822,4.8,169
20064,tt0082829,6.1,528
20065,tt0082830,6.6,230
20066,tt0082835,6.6,2850
20067,tt0082841,5.1,500
20068,tt0082842,6.9,1414
20069,tt0082843,6.8,1283
20070,tt0082846,7.6,27013
20071,tt0082849,5.5,401
20072,tt0082853,6.4,1212
20073,tt0082854,6.0,156
20074,tt0082869,6.6,26486
20075,tt0082875,4.6,156
20076,tt0082876,6.8,246
20077,tt0082880,6.6,403
20078,tt0082883,7.2,785
20079,tt0082886,4.8,894
20080,tt0082888,7.1,601
20081,tt0082892,7.0,775
20082,tt0082893,6.8,895
20083,tt0082894,6.5,5122
20084,tt0082902,4.5,369
20085,tt0082904,5.0,396
20086,tt0082905,4.7,154
20087,tt0082910,3.7,7568
20088,tt0082911,5.2,916
20089,tt0082912,8.0,6543
20090,tt0082914,3.9,267
20091,tt0082917,6.5,108
20092,tt0082919,7.8,419
20093,tt0082923,4.9,199
20094,tt0082924,6.4,6575
20095,tt0082926,7.1,6964
20096,tt0082927,7.0,943
20097,tt0082933,7.4,23892
20098,tt0082934,6.6,21153
20099,tt0082935,6.5,1527
20100,tt0082937,7.2,181
20101,tt0082940,6.3,272
20102,tt0082948,5.2,3252
20103,tt0082949,7.6,12718
20104,tt0082951,6.1,9140
20105,tt0082955,3.8,249
20106,tt0082956,5.8,1151
20107,tt0082958,5.6,1027
20108,tt0082962,4.6,234
20109,tt0082964,6.4,1156
20110,tt0082966,6.2,12212
20111,tt0082968,5.7,817
20112,tt0082969,6.8,1371
20113,tt0082970,7.3,8614
20114,tt0082971,8.4,865510
20115,tt0082979,7.3,20383
20116,tt0082983,5.3,140
20117,tt0082984,4.8,184
20118,tt0082988,7.0,127
20119,tt0082992,5.9,1511
20120,tt0082993,5.6,173
20121,tt0082997,7.1,262
20122,tt0082998,7.7,487
20123,tt0083000,6.6,4984
20124,tt0083001,6.2,3008
20125,tt0083002,5.7,134
20126,tt0083004,7.5,1199
20127,tt0083005,3.7,142
20128,tt0083006,5.4,1063
20129,tt0083012,5.6,205
20130,tt0083015,6.4,5322
20131,tt0083016,5.3,507
20132,tt0083017,4.4,531
20133,tt0083019,4.8,950
20134,tt0083021,6.3,386
20135,tt0083024,5.7,753
20136,tt0083028,7.3,392
20137,tt0083031,3.3,379
20138,tt0083033,4.7,3469
20139,tt0083034,5.9,451
20140,tt0083040,5.8,285
20141,tt0083041,4.7,163
20142,tt0083050,6.5,870
20143,tt0083052,4.6,162
20144,tt0083053,7.0,1314
20145,tt0083058,4.9,116
20146,tt0083061,6.3,145
20147,tt0083062,7.1,799
20148,tt0083064,6.4,5317
20149,tt0083067,5.8,4439
20150,tt0083070,4.8,136
20151,tt0083079,6.3,216
20152,tt0083081,7.3,2474
20153,tt0083082,7.4,259
20154,tt0083089,7.7,5565
20155,tt0083096,6.9,866
20156,tt0083097,3.3,245
20157,tt0083099,5.1,999
20158,tt0083102,6.9,990
20159,tt0083103,6.1,134
20160,tt0083107,5.8,1353
20161,tt0083110,4.9,1288
20162,tt0083111,7.2,15985
20163,tt0083113,5.2,1168
20164,tt0083117,6.2,481
20165,tt0083124,6.8,177
20166,tt0083131,6.9,63926
20167,tt0083133,5.6,4269
20168,tt0083138,5.9,103
20169,tt0083144,5.1,979
20170,tt0083146,5.2,1401
20171,tt0083151,6.5,385
20172,tt0083153,7.1,150
20173,tt0083155,4.6,720
20174,tt0083156,5.3,1898
20175,tt0083157,5.0,129
20176,tt0083160,6.4,201
20177,tt0083161,4.5,101
20178,tt0083162,7.5,1107
20179,tt0083163,5.1,721
20180,tt0083168,4.3,324
20181,tt0083169,6.8,16298
20182,tt0083170,3.4,5109
20183,tt0083178,5.2,683
20184,tt0083183,6.5,196
20185,tt0083185,2.4,683
20186,tt0083186,4.5,162
20187,tt0083189,6.4,2217
20188,tt0083190,7.4,24314
20189,tt0083193,7.5,1119
20190,tt0083197,6.1,413
20191,tt0083199,7.5,681
20192,tt0083201,6.9,719
20193,tt0083203,7.8,891
20194,tt0083205,5.4,130
20195,tt0083215,3.7,553
20196,tt0083217,5.1,117
20197,tt0083219,6.2,675
20198,tt0083226,7.2,1382
20199,tt0083238,5.8,835
20200,tt0083242,6.0,172
20201,tt0083246,4.9,134
20202,tt0083248,7.8,944
20203,tt0083254,5.5,2519
20204,tt0083255,6.5,147
20205,tt0083257,6.8,456
20206,tt0083258,7.5,716
20207,tt0083260,7.4,2366
20208,tt0083261,5.3,1468
20209,tt0083263,6.0,108
20210,tt0083264,5.7,447
20211,tt0083267,6.5,290
20212,tt0083268,5.6,727
20213,tt0083271,7.9,3809
20214,tt0083274,7.2,111
20215,tt0083275,8.1,2270
20216,tt0083276,6.3,3310
20217,tt0083284,6.7,27052
20218,tt0083287,6.3,1206
20219,tt0083291,5.3,664
20220,tt0083296,5.7,3615
20221,tt0083300,6.3,526
20222,tt0083307,6.2,150
20223,tt0083310,4.8,890
20224,tt0083312,4.1,431
20225,tt0083313,6.9,344
20226,tt0083324,5.7,118
20227,tt0083326,7.3,2576
20228,tt0083331,6.3,259
20229,tt0083335,7.0,485
20230,tt0083336,6.3,8873
20231,tt0083343,7.2,419
20232,tt0083347,6.4,202
20233,tt0083348,5.7,544
20234,tt0083349,7.1,1568
20235,tt0083352,7.3,644
20236,tt0083356,5.3,170
20237,tt0083361,4.0,229
20238,tt0083365,6.8,1048
20239,tt0083366,6.3,3971
20240,tt0083367,6.8,118
20241,tt0083375,5.2,299
20242,tt0083506,3.2,362
20243,tt0083509,4.1,105
20244,tt0083511,6.9,67647
20245,tt0083517,6.2,108
20246,tt0083519,6.5,335
20247,tt0083520,4.3,244
20248,tt0083526,4.3,572
20249,tt0083530,6.2,48055
20250,tt0083537,5.6,114
20251,tt0083541,5.4,350
20252,tt0083542,6.1,4461
20253,tt0083543,6.5,247
20254,tt0083547,4.9,128
20255,tt0083549,7.7,2704
20256,tt0083550,5.5,9952
20257,tt0083552,5.9,889
20258,tt0083555,7.1,113
20259,tt0083557,5.9,2224
20260,tt0083559,7.4,427
20261,tt0083560,6.4,744
20262,tt0083564,6.6,39050
20263,tt0083565,4.5,587
20264,tt0083567,5.7,311
20265,tt0083571,7.1,318
20266,tt0083572,4.4,319
20267,tt0083574,6.1,194
20268,tt0083577,6.8,417
20269,tt0083578,8.0,1232
20270,tt0083579,7.4,1010
20271,tt0083580,6.7,2973
20272,tt0083583,5.0,104
20273,tt0083584,6.2,134
20274,tt0083585,4.4,378
20275,tt0083587,5.9,129
20276,tt0083591,5.6,2133
20277,tt0083592,6.9,139
20278,tt0083594,6.5,134
20279,tt0083598,6.2,4917
20280,tt0083605,6.1,100
20281,tt0083609,6.1,497
20282,tt0083611,6.6,1059
20283,tt0083618,5.9,1463
20284,tt0083619,6.4,1416
20285,tt0083624,6.2,15745
20286,tt0083625,6.3,908
20287,tt0083628,5.0,1364
20288,tt0083629,5.6,3401
20289,tt0083630,6.2,20053
20290,tt0083634,5.4,511
20291,tt0083636,7.1,348
20292,tt0083641,5.5,2538
20293,tt0083642,6.0,9622
20294,tt0083647,5.8,107
20295,tt0083648,4.8,183
20296,tt0083655,6.1,1645
20297,tt0083658,8.1,677998
20298,tt0083659,5.5,350
20299,tt0083660,4.9,429
20300,tt0083661,3.9,1150
20301,tt0083667,6.1,127
20302,tt0083670,3.9,625
20303,tt0083673,5.6,404
20304,tt0083675,6.4,3632
20305,tt0083676,5.7,406
20306,tt0083677,6.1,691
20307,tt0083678,6.4,5793
20308,tt0083680,6.9,1770
20309,tt0083686,6.2,4024
20310,tt0083690,4.7,397
20311,tt0083693,6.4,1346
20312,tt0083694,6.3,2351
20313,tt0083699,6.6,297
20314,tt0083700,4.2,124
20315,tt0083701,7.1,1720
20316,tt0083703,7.6,391
20317,tt0083710,3.6,424
20318,tt0083713,6.8,114
20319,tt0083715,5.8,1585
20320,tt0083717,6.7,3326
20321,tt0083722,6.2,18878
20322,tt0083725,5.8,146
20323,tt0083726,6.3,1883
20324,tt0083728,7.1,1021
20325,tt0083731,3.3,188
20326,tt0083732,7.0,174
20327,tt0083734,5.9,769
20328,tt0083736,5.5,103
20329,tt0083737,6.0,157
20330,tt0083739,6.6,9375
20331,tt0083741,5.8,138
20332,tt0083743,7.1,925
20333,tt0083744,7.1,208
20334,tt0083745,7.2,3992
20335,tt0083755,4.6,526
20336,tt0083756,7.3,313
20337,tt0083762,6.7,490
20338,tt0083765,7.0,267
20339,tt0083767,6.9,41102
20340,tt0083770,4.0,210
20341,tt0083774,7.3,660
20342,tt0083783,6.9,192
20343,tt0083789,7.5,6261
20344,tt0083791,7.2,60913
20345,tt0083793,3.4,162
20346,tt0083798,6.9,20030
20347,tt0083801,4.9,1087
20348,tt0083803,3.7,229
20349,tt0083804,4.4,219
20350,tt0083805,5.6,1348
20351,tt0083806,7.0,11707
20352,tt0083812,6.2,243
20353,tt0083813,6.4,217
20354,tt0083820,6.0,509
20355,tt0083824,5.9,1458
20356,tt0083828,6.7,174
20357,tt0083833,7.1,18232
20358,tt0083840,6.8,107
20359,tt0083843,6.9,206
20360,tt0083849,2.5,223
20361,tt0083851,7.3,8952
20362,tt0083853,5.9,305
20363,tt0083859,6.3,125
20364,tt0083860,6.8,101
20365,tt0083863,6.1,231
20366,tt0083865,8.0,927
20367,tt0083866,7.8,362758
20368,tt0083869,6.8,6811
20369,tt0083871,6.5,1184
20370,tt0083872,7.2,749
20371,tt0083885,5.9,881
20372,tt0083888,7.6,2823
20373,tt0083891,6.0,1213
20374,tt0083894,6.6,176
20375,tt0083900,6.2,617
20376,tt0083906,6.0,2891
20377,tt0083907,7.5,182354
20378,tt0083908,7.1,13842
20379,tt0083911,6.9,222
20380,tt0083914,4.7,173
20381,tt0083916,5.9,110
20382,tt0083922,8.1,56257
20383,tt0083925,7.2,990
20384,tt0083926,5.6,100
20385,tt0083929,7.2,90936
20386,tt0083930,6.5,589
20387,tt0083931,7.9,1297
20388,tt0083933,6.2,108
20389,tt0083934,5.0,210
20390,tt0083936,6.1,441
20391,tt0083938,6.2,101
20392,tt0083941,6.3,2764
20393,tt0083942,6.6,241
20394,tt0083943,6.0,24666
20395,tt0083944,7.7,221509
20396,tt0083946,8.1,30563
20397,tt0083947,6.1,934
20398,tt0083949,6.1,514
20399,tt0083959,5.2,4143
20400,tt0083960,5.7,2692
20401,tt0083962,5.6,173
20402,tt0083965,5.0,226
20403,tt0083967,7.4,6823
20404,tt0083972,5.7,45951
20405,tt0083973,4.6,1144
20406,tt0083976,5.2,1213
20407,tt0083987,8.0,215222
20408,tt0083996,6.2,6668
20409,tt0083998,5.5,133
20410,tt0083999,4.2,231
20411,tt0084001,4.7,124
20412,tt0084003,6.2,122
20413,tt0084010,4.3,185
20414,tt0084012,6.3,198
20415,tt0084018,5.9,1045
20416,tt0084019,5.5,116
20417,tt0084021,4.4,32178
20418,tt0084028,5.4,2370
20419,tt0084033,5.1,148
20420,tt0084034,5.3,539
20421,tt0084036,4.7,798
20422,tt0084042,7.3,916
20423,tt0084044,7.2,489
20424,tt0084045,7.3,526
20425,tt0084048,7.0,224
20426,tt0084049,5.7,2327
20427,tt0084051,4.5,188
20428,tt0084052,6.3,358
20429,tt0084058,6.6,1530
20430,tt0084059,6.4,335
20431,tt0084060,6.4,244
20432,tt0084070,6.3,810
20433,tt0084071,6.5,117
20434,tt0084079,6.8,189
20435,tt0084083,6.2,116
20436,tt0084084,3.3,326
20437,tt0084085,6.9,836
20438,tt0084088,6.6,7839
20439,tt0084089,6.5,220
20440,tt0084090,3.9,2816
20441,tt0084091,6.8,273
20442,tt0084096,4.5,1025
20443,tt0084099,5.9,618
20444,tt0084104,5.1,287
20445,tt0084105,7.3,517
20446,tt0084109,6.2,870
20447,tt0084111,6.3,454
20448,tt0084112,6.0,1412
20449,tt0084115,7.7,442
20450,tt0084116,6.7,2572
20451,tt0084117,6.8,761
20452,tt0084121,2.7,235
20453,tt0084123,6.3,117
20454,tt0084131,6.4,1057
20455,tt0084132,2.5,641
20456,tt0084136,7.1,676
20457,tt0084139,4.7,119
20458,tt0084141,7.2,259
20459,tt0084146,6.9,132
20460,tt0084149,6.4,123
20461,tt0084150,6.8,369
20462,tt0084151,6.9,347
20463,tt0084153,7.2,242
20464,tt0084158,6.5,341
20465,tt0084171,6.3,1084
20466,tt0084173,4.7,934
20467,tt0084182,6.0,479
20468,tt0084184,5.5,648
20469,tt0084189,6.1,3123
20470,tt0084191,5.8,626
20471,tt0084194,5.6,140
20472,tt0084198,7.2,163
20473,tt0084199,6.9,340
20474,tt0084203,5.4,146
20475,tt0084204,7.2,280
20476,tt0084210,6.1,1865
20477,tt0084222,6.1,157
20478,tt0084223,6.6,132
20479,tt0084225,5.9,145
20480,tt0084226,6.0,124
20481,tt0084228,6.2,3747
20482,tt0084234,6.3,7686
20483,tt0084237,7.5,23902
20484,tt0084241,4.8,118
20485,tt0084248,6.7,291
20486,tt0084255,6.3,102
20487,tt0084256,5.9,229
20488,tt0084259,5.0,481
20489,tt0084264,6.8,325
20490,tt0084266,6.5,3322
20491,tt0084267,7.3,1677
20492,tt0084268,5.2,654
20493,tt0084269,6.6,446
20494,tt0084272,5.9,319
20495,tt0084273,5.8,244
20496,tt0084274,4.5,188
20497,tt0084280,7.0,139
20498,tt0084281,5.3,150
20499,tt0084293,6.8,2381
20500,tt0084296,7.3,7816
20501,tt0084298,4.9,2277
20502,tt0084302,9.0,14088
20503,tt0084304,8.4,695
20504,tt0084310,6.7,167
20505,tt0084315,7.4,4950
20506,tt0084316,3.8,3254
20507,tt0084318,6.9,230
20508,tt0084324,7.3,1091
20509,tt0084329,6.6,18154
20510,tt0084333,6.8,116
20511,tt0084335,7.7,18117
20512,tt0084338,6.6,167
20513,tt0084340,7.3,805
20514,tt0084342,6.8,138
20515,tt0084345,7.7,1988
20516,tt0084346,7.1,748
20517,tt0084348,4.4,129
20518,tt0084350,6.3,220
20519,tt0084351,5.1,817
20520,tt0084354,7.5,2547
20521,tt0084357,5.8,1877
20522,tt0084358,7.1,2237
20523,tt0084359,6.0,1165
20524,tt0084363,7.4,198
20525,tt0084365,4.5,127
20526,tt0084370,7.4,8489
20527,tt0084383,6.5,332
20528,tt0084385,7.3,2283
20529,tt0084387,4.5,413
20530,tt0084388,7.3,432
20531,tt0084395,4.8,1896
20532,tt0084408,6.4,1869
20533,tt0084412,6.6,13702
20534,tt0084416,6.6,298
20535,tt0084422,7.4,3740
20536,tt0084423,7.3,1988
20537,tt0084424,4.6,2357
20538,tt0084431,5.1,211
20539,tt0084432,6.2,198
20540,tt0084434,7.0,48093
20541,tt0084445,6.5,5265
20542,tt0084449,3.8,242
20543,tt0084451,7.3,229
20544,tt0084455,2.5,289
20545,tt0084458,6.8,340
20546,tt0084460,5.4,172
20547,tt0084464,5.4,976
20548,tt0084465,7.2,967
20549,tt0084467,6.0,404
20550,tt0084468,6.7,346
20551,tt0084469,5.0,2349
20552,tt0084471,6.1,101
20553,tt0084472,3.9,2152
20554,tt0084476,7.4,246
20555,tt0084477,5.3,1105
20556,tt0084479,6.7,893
20557,tt0084481,6.2,2267
20558,tt0084485,4.1,518
20559,tt0084488,6.4,8343
20560,tt0084489,6.3,2437
20561,tt0084495,5.1,234
20562,tt0084503,8.1,74761
20563,tt0084504,5.3,3964
20564,tt0084506,5.6,457
20565,tt0084509,7.8,6804
20566,tt0084512,7.2,437
20567,tt0084516,7.3,139180
20568,tt0084518,7.6,920
20569,tt0084522,6.2,37264
20570,tt0084526,6.0,705
20571,tt0084529,7.3,406
20572,tt0084532,7.2,844
20573,tt0084533,4.1,240
20574,tt0084538,4.6,801
20575,tt0084540,6.7,892
20576,tt0084548,8.0,2921
20577,tt0084549,7.9,8284
20578,tt0084553,7.1,139
20579,tt0084555,7.6,8301
20580,tt0084556,6.0,6703
20581,tt0084557,7.0,386
20582,tt0084562,5.7,283
20583,tt0084564,7.2,258
20584,tt0084565,6.8,5676
20585,tt0084573,5.4,1472
20586,tt0084579,5.1,246
20587,tt0084586,6.6,635
20588,tt0084587,6.3,334
20589,tt0084589,7.4,3932
20590,tt0084590,6.8,430
20591,tt0084591,6.7,947
20592,tt0084592,3.3,385
20593,tt0084597,7.7,3694
20594,tt0084600,6.5,159
20595,tt0084602,6.8,169852
20596,tt0084611,6.0,610
20597,tt0084616,6.0,369
20598,tt0084620,7.7,1159
20599,tt0084621,3.4,139
20600,tt0084625,4.8,324
20601,tt0084629,5.5,1136
20602,tt0084630,7.2,2977
20603,tt0084633,7.2,1819
20604,tt0084634,5.4,176
20605,tt0084636,5.6,165
20606,tt0084645,5.6,111
20607,tt0084646,7.3,815
20608,tt0084649,7.6,35484
20609,tt0084650,5.1,220
20610,tt0084651,5.1,149
20611,tt0084652,4.9,995
20612,tt0084654,7.8,6089
20613,tt0084655,5.7,102
20614,tt0084658,6.0,1596
20615,tt0084662,6.4,114
20616,tt0084667,7.7,1844
20617,tt0084671,7.0,1348
20618,tt0084674,6.3,642
20619,tt0084675,6.9,2426
20620,tt0084684,5.5,4928
20621,tt0084690,6.0,2650
20622,tt0084691,5.7,763
20623,tt0084694,5.3,1954
20624,tt0084695,5.7,10595
20625,tt0084696,7.9,584
20626,tt0084697,7.0,149
20627,tt0084698,6.8,1636
20628,tt0084699,7.0,263
20629,tt0084704,5.3,1013
20630,tt0084707,7.6,40808
20631,tt0084708,5.6,153
20632,tt0084709,6.4,130
20633,tt0084714,6.5,702
20634,tt0084716,6.9,1677
20635,tt0084718,4.7,121
20636,tt0084719,6.4,9114
20637,tt0084721,6.5,202
20638,tt0084723,4.6,358
20639,tt0084725,7.0,2823
20640,tt0084726,7.7,110769
20641,tt0084728,7.0,916
20642,tt0084732,6.1,4057
20643,tt0084735,5.2,572
20644,tt0084737,5.8,3716
20645,tt0084739,5.8,2492
20646,tt0084740,7.9,4352
20647,tt0084745,5.4,12753
20648,tt0084749,5.6,5511
20649,tt0084750,4.5,1868
20650,tt0084756,6.0,794
20651,tt0084762,6.9,160
20652,tt0084774,6.2,140
20653,tt0084776,6.5,2110
20654,tt0084777,7.1,19887
20655,tt0084778,7.2,319
20656,tt0084780,8.2,2954
20657,tt0084781,4.3,485
20658,tt0084782,6.4,156
20659,tt0084783,6.5,1933
20660,tt0084784,6.4,547
20661,tt0084786,5.7,1398
20662,tt0084787,8.1,360147
20663,tt0084788,6.0,3022
20664,tt0084796,3.5,1472
20665,tt0084797,5.6,155
20666,tt0084805,7.4,96041
20667,tt0084807,7.6,802
20668,tt0084808,7.0,584
20669,tt0084809,5.9,11000
20670,tt0084813,6.6,822
20671,tt0084814,5.0,9420
20672,tt0084818,7.4,418
20673,tt0084821,7.0,1306
20674,tt0084822,5.8,150
20675,tt0084824,7.3,680
20676,tt0084825,4.0,889
20677,tt0084826,5.6,521
20678,tt0084827,6.8,111532
20679,tt0084829,5.9,614
20680,tt0084839,6.3,284
20681,tt0084840,6.9,120
20682,tt0084841,5.2,296
20683,tt0084843,6.9,1094
20684,tt0084845,5.8,1063
20685,tt0084846,6.0,249
20686,tt0084847,6.6,381
20687,tt0084848,4.2,122
20688,tt0084849,6.4,380
20689,tt0084854,5.8,2418
20690,tt0084855,7.7,35076
20691,tt0084861,6.5,1863
20692,tt0084865,7.6,19079
20693,tt0084866,7.2,330
20694,tt0084867,6.5,2742
20695,tt0084869,4.8,635
20696,tt0084870,7.3,201
20697,tt0084871,5.9,144
20698,tt0084873,7.9,2788
20699,tt0084874,7.0,1216
20700,tt0084876,6.9,147
20701,tt0084880,5.5,222
20702,tt0084881,7.2,761
20703,tt0084886,5.8,191
20704,tt0084887,5.1,1116
20705,tt0084893,6.9,343
20706,tt0084897,7.1,853
20707,tt0084898,6.9,211
20708,tt0084899,7.1,8488
20709,tt0084901,7.4,836
20710,tt0084904,7.1,2328
20711,tt0084913,6.1,115
20712,tt0084917,7.2,24527
20713,tt0084920,5.7,1714
20714,tt0084921,7.3,2326
20715,tt0084923,6.7,376
20716,tt0084924,7.2,1659
20717,tt0084929,6.6,123
20718,tt0084931,3.9,633
20719,tt0084934,8.2,12097
20720,tt0084935,4.5,2705
20721,tt0084938,5.5,2893
20722,tt0084939,6.1,124
20723,tt0084945,5.0,6169
20724,tt0084946,6.5,408
20725,tt0084951,6.7,136
20726,tt0084953,7.8,2397
20727,tt0084955,6.8,1316
20728,tt0084961,4.9,134
20729,tt0084962,6.4,292
20730,tt0084965,7.3,384
20731,tt0085121,6.3,6488
20732,tt0085124,5.3,2887
20733,tt0085125,5.6,2726
20734,tt0085127,7.4,14607
20735,tt0085134,5.4,232
20736,tt0085138,7.2,219
20737,tt0085141,6.2,721
20738,tt0085143,4.3,145
20739,tt0085144,6.8,110
20740,tt0085146,6.0,123
20741,tt0085148,6.4,550
20742,tt0085154,5.9,15312
20743,tt0085156,5.2,388
20744,tt0085158,6.0,135
20745,tt0085159,4.1,5618
20746,tt0085165,6.1,623
20747,tt0085167,3.7,335
20748,tt0085168,6.7,191
20749,tt0085169,6.3,401
20750,tt0085175,7.7,460
20751,tt0085178,8.2,1519
20752,tt0085179,6.4,118
20753,tt0085180,7.5,8154
20754,tt0085181,7.1,174
20755,tt0085182,4.5,234
20756,tt0085183,3.2,2078
20757,tt0085187,5.9,229
20758,tt0085190,7.1,467
20759,tt0085198,7.0,500
20760,tt0085204,5.5,4777
20761,tt0085208,6.3,1668
20762,tt0085210,7.2,13560
20763,tt0085211,7.5,2876
20764,tt0085213,7.8,2493
20765,tt0085215,7.8,2134
20766,tt0085216,6.9,252
20767,tt0085218,8.0,6996
20768,tt0085224,4.2,1219
20769,tt0085226,6.6,935
20770,tt0085227,7.5,451
20771,tt0085229,6.6,163
20772,tt0085233,5.7,231
20773,tt0085234,7.1,1447
20774,tt0085236,5.8,1187
20775,tt0085238,7.4,486
20776,tt0085240,7.4,2813
20777,tt0085241,7.2,642
20778,tt0085244,7.2,32192
20779,tt0085245,5.2,192
20780,tt0085248,6.0,1973
20781,tt0085249,4.5,339
20782,tt0085250,4.8,813
20783,tt0085251,6.6,387
20784,tt0085253,5.8,3389
20785,tt0085254,5.4,169
20786,tt0085255,6.4,16857
20787,tt0085260,6.8,111
20788,tt0085266,2.0,918
20789,tt0085267,6.4,879
20790,tt0085269,6.8,124
20791,tt0085271,6.5,10683
20792,tt0085272,3.9,145
20793,tt0085273,5.6,439
20794,tt0085276,5.9,8253
20795,tt0085278,6.3,114
20796,tt0085279,6.1,603
20797,tt0085282,5.7,249
20798,tt0085287,5.6,273
20799,tt0085289,5.7,794
20800,tt0085295,6.9,689
20801,tt0085297,7.6,2854
20802,tt0085299,6.3,208
20803,tt0085303,6.0,2944
20804,tt0085315,6.7,101
20805,tt0085316,6.8,452
20806,tt0085319,5.9,111
20807,tt0085320,6.5,567
20808,tt0085321,6.5,116
20809,tt0085326,7.7,286
20810,tt0085327,7.2,10182
20811,tt0085328,5.5,2464
20812,tt0085333,6.7,69722
20813,tt0085334,7.9,127692
20814,tt0085335,7.7,1423
20815,tt0085336,7.0,102
20816,tt0085340,6.5,186
20817,tt0085341,5.1,299
20818,tt0085345,7.4,581
20819,tt0085346,6.0,9347
20820,tt0085354,7.0,5225
20821,tt0085356,5.2,1814
20822,tt0085361,6.7,1961
20823,tt0085366,5.5,850
20824,tt0085368,6.0,130
20825,tt0085370,7.1,1563
20826,tt0085374,7.1,536
20827,tt0085375,6.1,803
20828,tt0085378,5.6,234
20829,tt0085379,5.5,172
20830,tt0085380,7.0,1530
20831,tt0085382,6.1,38487
20832,tt0085383,4.4,177
20833,tt0085384,4.4,5432
20834,tt0085385,5.7,4026
20835,tt0085387,5.6,4273
20836,tt0085388,7.3,280
20837,tt0085390,7.1,1670
20838,tt0085394,6.2,548
20839,tt0085396,3.8,236
20840,tt0085398,6.6,1128
20841,tt0085400,7.4,986
20842,tt0085407,7.2,60037
20843,tt0085408,5.7,163
20844,tt0085409,4.9,280
20845,tt0085412,4.7,3495
20846,tt0085415,4.4,545
20847,tt0085416,6.0,175
20848,tt0085418,6.3,287
20849,tt0085420,6.1,270
20850,tt0085426,6.8,5510
20851,tt0085434,4.7,766
20852,tt0085437,5.8,132
20853,tt0085441,2.7,198
20854,tt0085442,4.2,349
20855,tt0085450,5.3,5242
20856,tt0085451,6.3,120
20857,tt0085454,5.7,1766
20858,tt0085461,7.6,4713
20859,tt0085468,3.0,116
20860,tt0085470,6.3,7708
20861,tt0085471,4.6,107
