,imdb_title_id,weighted_average_vote,total_votes
48143,tt0469802,7.6,2569
48144,tt0469849,2.9,4542
48145,tt0469897,6.3,2412
48146,tt0469903,7.3,19533
48147,tt0469913,6.1,2265
48148,tt0469941,6.5,210
48149,tt0469966,5.5,408
48150,tt0469976,4.3,864
48151,tt0469979,4.8,267
48152,tt0470000,5.1,7923
48153,tt0470055,5.2,17356
48154,tt0470079,5.6,596
48155,tt0470082,6.5,388
48156,tt0470084,6.8,138
48157,tt0470087,5.3,273
48158,tt0470102,5.2,1146
48159,tt0470124,4.4,360
48160,tt0470130,5.6,257
48161,tt0470132,5.2,460
48162,tt0470154,5.5,600
48163,tt0470168,8.9,319
48164,tt0470198,3.7,187
48165,tt0470263,4.9,180
48166,tt0470281,5.9,307
48167,tt0470283,7.4,589
48168,tt0470290,6.6,192
48169,tt0470301,5.0,181
48170,tt0470302,7.0,270
48171,tt0470381,6.0,127
48172,tt0470402,5.9,843
48173,tt0470419,5.8,289
48174,tt0470420,6.2,132
48175,tt0470456,5.5,143
48176,tt0470521,2.2,744
48177,tt0470536,5.2,263
48178,tt0470587,5.3,170
48179,tt0470610,6.3,131
48180,tt0470611,6.3,131
48181,tt0470612,5.8,147
48182,tt0470614,6.6,630
48183,tt0470621,5.6,138
48184,tt0470671,6.0,129
48185,tt0470679,5.3,4012
48186,tt0470685,4.0,1533
48187,tt0470692,5.9,444
48188,tt0470702,6.7,285
48189,tt0470705,6.1,32485
48190,tt0470707,5.4,186
48191,tt0470711,6.0,513
48192,tt0470715,5.6,900
48193,tt0470732,6.5,3592
48194,tt0470737,6.0,416
48195,tt0470752,7.7,462655
48196,tt0470761,4.8,3150
48197,tt0470765,6.3,13745
48198,tt0470832,5.5,424
48199,tt0470833,1.6,9114
48200,tt0470840,6.8,238
48201,tt0470864,5.7,251
48202,tt0470869,3.2,1417
48203,tt0470883,7.4,29619
48204,tt0470913,6.9,313
48205,tt0470951,6.7,303
48206,tt0470953,6.4,110
48207,tt0470966,6.9,508
48208,tt0470967,6.4,1453
48209,tt0470968,4.6,218
48210,tt0470984,6.8,851
48211,tt0470993,3.9,3071
48212,tt0470995,4.5,594
48213,tt0471005,6.1,628
48214,tt0471009,6.4,1126
48215,tt0471011,3.0,773
48216,tt0471018,6.9,574
48217,tt0471030,6.8,12024
48218,tt0471032,3.3,148
48219,tt0471037,4.0,180
48220,tt0471041,6.1,33815
48221,tt0471042,6.2,131289
48222,tt0471160,7.3,459
48223,tt0471211,2.9,573
48224,tt0471223,6.3,231
48225,tt0471238,5.7,109
48226,tt0471243,5.2,108
48227,tt0471251,4.4,357
48228,tt0471268,5.9,168
48229,tt0471359,6.8,1874
48230,tt0471386,6.6,178
48231,tt0471394,6.9,445
48232,tt0471395,7.0,1690
48233,tt0471403,6.3,100
48234,tt0471414,6.2,336
48235,tt0471463,6.5,159
48236,tt0471565,6.1,464
48237,tt0471571,8.2,11653
48238,tt0471646,5.3,325
48239,tt0471725,6.2,811
48240,tt0471765,4.9,118
48241,tt0471818,5.0,621
48242,tt0471834,7.1,3357
48243,tt0471862,5.8,645
48244,tt0471911,6.8,292
48245,tt0471930,5.9,538
48246,tt0471945,6.6,226
48247,tt0471957,6.5,3149
48248,tt0471977,5.9,224
48249,tt0472033,7.1,131029
48250,tt0472043,7.8,286225
48251,tt0472046,6.4,108
48252,tt0472050,5.6,3965
48253,tt0472062,7.0,108507
48254,tt0472071,5.8,9638
48255,tt0472073,2.9,214
48256,tt0472094,6.0,110
48257,tt0472096,5.0,246
48258,tt0472113,7.1,717
48259,tt0472118,4.6,818
48260,tt0472126,6.9,1454
48261,tt0472156,6.9,3531
48262,tt0472160,6.7,59385
48263,tt0472175,6.3,766
48264,tt0472181,5.4,82080
48265,tt0472186,3.8,337
48266,tt0472198,6.7,40309
48267,tt0472200,5.6,144
48268,tt0472205,6.3,4149
48269,tt0472254,5.7,412
48270,tt0472259,6.0,3771
48271,tt0472268,7.1,5010
48272,tt0472399,6.6,148447
48273,tt0472458,6.7,8582
48274,tt0472465,4.3,1285
48275,tt0472477,6.4,494
48276,tt0472479,6.2,296
48277,tt0472484,6.5,423
48278,tt0472520,4.4,564
48279,tt0472521,6.8,322
48280,tt0472526,5.4,314
48281,tt0472536,6.0,476
48282,tt0472560,6.9,429
48283,tt0472562,7.6,3202
48284,tt0472571,3.9,296
48285,tt0472582,6.8,6918
48286,tt0472615,5.4,772
48287,tt0472622,6.8,267
48288,tt0472639,5.6,102
48289,tt0472754,6.5,104
48290,tt0472767,6.2,1306
48291,tt0472778,5.4,122
48292,tt0472832,5.6,443
48293,tt0472839,6.5,159
48294,tt0472884,6.6,537
48295,tt0472908,6.3,140
48296,tt0473001,2.4,247
48297,tt0473015,5.4,479
48298,tt0473024,2.1,8908
48299,tt0473028,5.9,886
48300,tt0473042,5.9,157
48301,tt0473043,4.6,231
48302,tt0473064,5.6,1357
48303,tt0473075,6.6,267921
48304,tt0473102,6.9,3284
48305,tt0473114,7.7,802
48306,tt0473153,5.3,216
48307,tt0473174,6.2,1404
48308,tt0473188,5.9,13912
48309,tt0473267,5.3,5900
48310,tt0473308,7.0,43179
48311,tt0473310,1.7,6503
48312,tt0473333,5.7,5281
48313,tt0473342,4.8,299
48314,tt0473348,4.1,1185
48315,tt0473356,5.7,10890
48316,tt0473360,5.9,31069
48317,tt0473363,5.6,257
48318,tt0473365,4.4,183
48319,tt0473367,7.5,25051
48320,tt0473393,2.6,613
48321,tt0473398,5.1,431
48322,tt0473435,6.1,560
48323,tt0473443,2.3,350
48324,tt0473444,7.0,41703
48325,tt0473453,8.2,1785
48326,tt0473464,5.5,2631
48327,tt0473474,6.9,323
48328,tt0473488,7.0,24735
48329,tt0473490,4.8,285
48330,tt0473492,7.1,1574
48331,tt0473500,5.2,644
48332,tt0473514,5.5,5626
48333,tt0473539,4.7,111
48334,tt0473567,7.4,1062
48335,tt0473604,8.0,1447
48336,tt0473609,4.7,796
48337,tt0473658,7.3,1534
48338,tt0473696,6.3,647
48339,tt0473697,7.2,1592
48340,tt0473700,5.8,2844
48341,tt0473705,7.1,132604
48342,tt0473707,7.1,1387
48343,tt0473709,6.5,5480
48344,tt0473715,5.0,156
48345,tt0473718,3.2,152
48346,tt0473738,2.1,236
48347,tt0473753,7.1,31528
48348,tt0473779,5.3,106
48349,tt0473829,5.0,3260
48350,tt0473910,6.0,587
48351,tt0474312,7.3,353
48352,tt0474476,4.8,272
48353,tt0474622,6.9,1428
48354,tt0474642,6.2,3115
48355,tt0474694,5.9,464
48356,tt0474743,6.0,132
48357,tt0474791,5.9,1142
48358,tt0474865,6.0,306
48359,tt0474917,6.7,612
48360,tt0474962,4.9,334
48361,tt0474963,4.2,208
48362,tt0474988,6.0,128
48363,tt0475014,6.7,135
48364,tt0475110,7.0,172
48365,tt0475147,5.2,494
48366,tt0475169,7.4,16609
48367,tt0475171,5.8,113
48368,tt0475179,6.8,558
48369,tt0475217,3.7,1287
48370,tt0475224,6.4,961
48371,tt0475228,5.5,1138
48372,tt0475241,6.9,855
48373,tt0475243,5.5,578
48374,tt0475252,5.5,2856
48375,tt0475255,5.6,422
48376,tt0475263,5.5,395
48377,tt0475268,7.3,129
48378,tt0475271,6.7,1342
48379,tt0475276,7.5,97070
48380,tt0475278,6.1,120
48381,tt0475286,6.5,1612
48382,tt0475290,6.3,121472
48383,tt0475298,4.0,2728
48384,tt0475317,7.1,3328
48385,tt0475323,3.9,1247
48386,tt0475330,5.6,475
48387,tt0475331,6.5,1125
48388,tt0475338,3.4,102
48389,tt0475343,4.2,182
48390,tt0475355,6.1,6066
48391,tt0475380,6.0,4924
48392,tt0475390,5.6,618
48393,tt0475394,6.7,136130
48394,tt0475417,4.0,3537
48395,tt0475431,3.3,172
48396,tt0475517,6.3,429
48397,tt0475532,6.0,2469
48398,tt0475534,6.0,377
48399,tt0475551,4.1,274
48400,tt0475557,6.4,651
48401,tt0475590,5.5,1168
48402,tt0475591,7.3,890
48403,tt0475616,6.0,1297
48404,tt0475627,4.9,1037
48405,tt0475632,5.0,126
48406,tt0475639,6.2,118
48407,tt0475645,4.5,2108
48408,tt0475659,6.2,342
48409,tt0475711,7.3,3076
48410,tt0475723,6.9,12096
48411,tt0475735,5.1,577
48412,tt0475750,5.8,1215
48413,tt0475756,5.8,2584
48414,tt0475760,6.1,372
48415,tt0475783,7.7,6495
48416,tt0475936,3.9,154
48417,tt0475937,5.6,12345
48418,tt0475944,5.3,46158
48419,tt0475970,2.5,723
48420,tt0475974,6.9,178
48421,tt0475989,4.1,485
48422,tt0475998,5.7,2569
48423,tt0476148,6.2,2496
48424,tt0476240,6.9,494
48425,tt0476298,6.8,1540
48426,tt0476323,6.9,877
48427,tt0476396,5.1,151
48428,tt0476406,6.8,1289
48429,tt0476431,6.2,205
48430,tt0476461,5.8,133
48431,tt0476496,5.1,148
48432,tt0476508,6.8,3691
48433,tt0476519,5.9,449
48434,tt0476527,6.6,5620
48435,tt0476540,4.3,459
48436,tt0476550,3.6,3608
48437,tt0476568,6.8,228
48438,tt0476576,6.1,156
48439,tt0476603,5.6,1206
48440,tt0476643,7.3,5302
48441,tt0476649,5.4,1840
48442,tt0476680,6.7,5310
48443,tt0476681,7.0,2845
48444,tt0476695,5.9,1323
48445,tt0476706,6.0,936
48446,tt0476729,4.8,1083
48447,tt0476735,8.3,76026
48448,tt0476755,6.0,1007
48449,tt0476762,3.8,751
48450,tt0476803,5.1,378
48451,tt0476805,6.9,5579
48452,tt0476819,3.8,463
48453,tt0476848,6.7,985
48454,tt0476861,4.1,111
48455,tt0476872,7.0,1803
48456,tt0476884,7.2,9035
48457,tt0476888,3.1,544
48458,tt0476958,4.9,11018
48459,tt0476964,6.7,57722
48460,tt0476965,6.9,317
48461,tt0476985,2.4,264
48462,tt0476991,6.9,5236
48463,tt0476995,5.5,5510
48464,tt0476999,6.7,874
48465,tt0477038,6.4,348
48466,tt0477050,4.9,161
48467,tt0477051,4.1,67266
48468,tt0477065,5.6,350
48469,tt0477071,5.9,71758
48470,tt0477078,6.6,12838
48471,tt0477080,6.8,181877
48472,tt0477095,6.7,21755
48473,tt0477126,7.1,163
48474,tt0477138,3.7,251
48475,tt0477139,7.3,53187
48476,tt0477164,6.2,125
48477,tt0477252,5.6,4149
48478,tt0477253,4.2,1480
48479,tt0477255,3.0,119
48480,tt0477273,5.6,1125
48481,tt0477278,6.2,153
48482,tt0477300,5.7,146
48483,tt0477302,6.9,96631
48484,tt0477323,6.8,1463
48485,tt0477327,4.7,350
48486,tt0477331,5.9,231
48487,tt0477337,4.8,823
48488,tt0477340,4.0,731
48489,tt0477347,6.4,307074
48490,tt0477348,8.1,831694
48491,tt0477349,6.0,1647
48492,tt0477392,6.1,1602
48493,tt0477404,6.6,174
48494,tt0477419,4.7,395
48495,tt0477430,5.1,105
48496,tt0477470,6.3,2165
48497,tt0477472,5.6,251
48498,tt0477477,6.4,128
48499,tt0477585,7.3,1964
48500,tt0477602,6.4,294
48501,tt0477607,6.9,241
48502,tt0477647,5.8,443
48503,tt0477719,6.9,264
48504,tt0477731,7.4,3737
48505,tt0477749,4.2,105
48506,tt0477812,5.0,153
48507,tt0477877,6.9,2738
48508,tt0477883,6.8,123
48509,tt0477898,6.6,812
48510,tt0477916,6.9,998
48511,tt0477924,4.0,128
48512,tt0477928,6.9,162
48513,tt0477988,6.1,1773
48514,tt0477991,4.8,1400
48515,tt0477999,5.9,434
48516,tt0478011,5.3,146
48517,tt0478024,7.0,11212
48518,tt0478025,6.5,135
48519,tt0478030,7.1,438
48520,tt0478044,6.4,3529
48521,tt0478087,6.8,225698
48522,tt0478126,4.6,1919
48523,tt0478129,2.7,122
48524,tt0478134,7.1,68025
48525,tt0478135,2.9,841
48526,tt0478137,3.4,316
48527,tt0478149,5.4,779
48528,tt0478154,5.5,605
48529,tt0478165,3.6,1426
48530,tt0478175,7.3,928
48531,tt0478188,2.4,1653
48532,tt0478208,3.8,209
48533,tt0478210,4.9,1337
48534,tt0478213,6.2,160
48535,tt0478216,4.0,2240
48536,tt0478237,5.7,347
48537,tt0478239,5.3,128
48538,tt0478260,5.4,675
48539,tt0478261,6.0,249
48540,tt0478262,4.9,206
48541,tt0478265,3.2,980
48542,tt0478267,3.1,230
48543,tt0478273,5.6,410
48544,tt0478303,4.7,1530
48545,tt0478304,6.8,165385
48546,tt0478305,4.0,835
48547,tt0478311,6.9,345741
48548,tt0478321,2.9,152
48549,tt0478329,6.0,1536
48550,tt0478365,6.0,1015
48551,tt0478366,6.3,338
48552,tt0478394,5.8,3084
48553,tt0478411,4.0,106
48554,tt0478435,6.7,787
48555,tt0478525,6.1,310
48556,tt0478548,5.7,194
48557,tt0478558,5.9,567
48558,tt0478566,6.8,3221
48559,tt0478687,7.0,413
48560,tt0478702,6.5,174
48561,tt0478705,6.6,741
48562,tt0478706,6.9,114
48563,tt0478714,6.4,475
48564,tt0478719,5.6,524
48565,tt0478724,6.7,5682
48566,tt0478732,6.3,176
48567,tt0478737,2.7,4121
48568,tt0478744,6.1,236
48569,tt0478763,4.4,308
48570,tt0478802,4.4,485
48571,tt0478813,7.9,8718
48572,tt0478829,7.6,4723
48573,tt0478860,4.6,102
48574,tt0478886,5.3,114
48575,tt0478888,1.9,270
48576,tt0478968,4.6,259
48577,tt0478970,7.3,553758
48578,tt0478976,4.2,687
48579,tt0478978,7.1,631
48580,tt0478984,6.9,195
48581,tt0478988,7.2,7673
48582,tt0478994,5.1,240
48583,tt0478999,6.9,898
48584,tt0479008,6.6,1398
48585,tt0479042,2.0,117
48586,tt0479049,4.7,123
48587,tt0479074,5.1,641
48588,tt0479117,2.1,170
48589,tt0479140,5.0,679
48590,tt0479143,7.1,200694
48591,tt0479147,4.8,251
48592,tt0479162,6.9,5335
48593,tt0479175,6.7,106
48594,tt0479181,4.8,664
48595,tt0479199,4.0,2079
48596,tt0479204,4.2,401
48597,tt0479219,4.2,857
48598,tt0479221,6.6,551
48599,tt0479230,7.1,1150
48600,tt0479257,6.5,428
48601,tt0479258,6.7,128
48602,tt0479261,6.3,129
48603,tt0479263,3.3,113
48604,tt0479275,5.8,461
48605,tt0479289,6.6,4974
48606,tt0479311,5.8,816
48607,tt0479341,6.3,3794
48608,tt0479354,7.2,3364
48609,tt0479500,5.9,19141
48610,tt0479506,7.1,1470
48611,tt0479519,7.0,6149
48612,tt0479528,6.2,27387
48613,tt0479537,6.7,29044
48614,tt0479570,7.7,259
48615,tt0479634,6.9,159
48616,tt0479647,6.8,11812
48617,tt0479651,7.2,8411
48618,tt0479669,5.9,428
48619,tt0479709,6.0,180
48620,tt0479716,6.2,144
48621,tt0479724,6.9,250
48622,tt0479728,3.3,335
48623,tt0479751,7.5,17326
48624,tt0479767,3.4,278
48625,tt0479773,7.0,670
48626,tt0479775,5.2,702
48627,tt0479874,4.8,684
48628,tt0479880,3.8,351
48629,tt0479884,6.9,231202
48630,tt0479887,4.1,103
48631,tt0479901,6.0,251
48632,tt0479914,4.8,565
48633,tt0479925,3.2,128
48634,tt0479937,6.8,2632
48635,tt0479948,3.9,1793
48636,tt0479952,6.6,200033
48637,tt0479965,6.6,1329
48638,tt0479968,4.0,30544
48639,tt0479974,5.1,248
48640,tt0479978,2.5,127
48641,tt0479997,5.4,89377
48642,tt0480001,6.6,567
48643,tt0480011,5.6,6648
48644,tt0480025,7.7,114236
48645,tt0480048,5.0,574
48646,tt0480053,5.8,519
48647,tt0480057,7.0,446
48648,tt0480082,5.0,623
48649,tt0480083,6.4,2779
48650,tt0480163,7.0,1705
48651,tt0480202,7.3,331
48652,tt0480239,5.6,12980
48653,tt0480242,6.7,96790
48654,tt0480249,7.2,674397
48655,tt0480251,6.5,2132
48656,tt0480255,6.3,89690
48657,tt0480257,4.7,333
48658,tt0480258,6.2,115
48659,tt0480268,5.8,839
48660,tt0480269,6.8,13228
48661,tt0480271,4.9,22084
48662,tt0480459,6.2,413
48663,tt0480507,5.3,205
48664,tt0480516,3.5,527
48665,tt0480556,6.8,976
48666,tt0480558,6.9,635
48667,tt0480572,6.7,2958
48668,tt0480586,6.2,196
48669,tt0480669,7.2,56712
48670,tt0480680,6.6,408
48671,tt0480685,5.8,134
48672,tt0480687,5.8,118561
48673,tt0480691,5.7,110
48674,tt0480702,7.9,830
48675,tt0480705,6.6,213
48676,tt0480732,8.5,1775
48677,tt0480751,4.9,300
48678,tt0480773,6.9,180
48679,tt0480777,2.5,307
48680,tt0480821,5.4,154
48681,tt0480854,6.0,692
48682,tt0480919,5.3,4438
48683,tt0480922,4.0,1478
48684,tt0480939,6.2,171
48685,tt0480940,7.0,135
48686,tt0481129,6.5,247
48687,tt0481141,6.3,69523
48688,tt0481254,6.9,896
48689,tt0481273,6.7,2770
48690,tt0481280,3.5,1450
48691,tt0481320,7.0,714
48692,tt0481349,5.7,356
48693,tt0481354,4.9,920
48694,tt0481369,6.4,191157
48695,tt0481370,6.8,188
48696,tt0481386,6.9,247
48697,tt0481390,6.1,2796
48698,tt0481393,5.7,189
48699,tt0481417,7.1,217
48700,tt0481418,5.0,188
48701,tt0481430,6.7,309
48702,tt0481494,2.9,215
48703,tt0481497,4.4,128
48704,tt0481499,7.2,186660
48705,tt0481509,2.8,730
48706,tt0481510,4.5,1155
48707,tt0481517,5.2,145
48708,tt0481519,5.0,319
48709,tt0481536,6.6,129251
48710,tt0481543,3.2,184
48711,tt0481544,4.3,545
48712,tt0481545,3.5,180
48713,tt0481561,4.6,161
48714,tt0481572,1.5,304
48715,tt0481581,6.4,708
48716,tt0481583,6.0,542
48717,tt0481598,5.2,179
48718,tt0481610,2.9,877
48719,tt0481651,6.8,102
48720,tt0481797,6.2,12836
48721,tt0481815,5.6,143
48722,tt0481976,6.2,193
48723,tt0481995,5.7,1089
48724,tt0482018,3.6,110
48725,tt0482025,2.6,141
48726,tt0482051,6.2,164
48727,tt0482088,7.0,30375
48728,tt0482121,4.3,191
48729,tt0482157,5.7,136
48730,tt0482178,6.0,348
48731,tt0482201,4.3,277
48732,tt0482245,6.2,199
48733,tt0482358,6.2,676
48734,tt0482359,6.3,134
48735,tt0482366,6.6,179
48736,tt0482374,5.4,3857
48737,tt0482389,7.9,2142
48738,tt0482456,2.4,577
48739,tt0482459,6.7,415
48740,tt0482461,5.9,3951
48741,tt0482463,7.2,10342
48742,tt0482473,6.1,1440
48743,tt0482495,4.2,790
48744,tt0482499,6.9,604
48745,tt0482512,3.4,105
48746,tt0482517,4.8,428
48747,tt0482525,5.9,248
48748,tt0482527,6.3,38783
48749,tt0482528,5.8,333
48750,tt0482537,3.3,126
48751,tt0482541,4.0,172
48752,tt0482546,6.9,27532
48753,tt0482567,6.5,212
48754,tt0482571,8.5,1155723
48755,tt0482572,6.6,58561
48756,tt0482577,3.1,300
48757,tt0482582,4.5,144
48758,tt0482599,5.2,31960
48759,tt0482600,3.9,107
48760,tt0482602,4.0,409
48761,tt0482603,4.5,10639
48762,tt0482606,6.2,115668
48763,tt0482613,4.9,260
48764,tt0482629,7.3,17498
48765,tt0482724,6.6,451
48766,tt0482901,7.3,2610
48767,tt0482925,6.5,249
48768,tt0482930,6.2,6381
48769,tt0482957,5.8,1813
48770,tt0482987,6.6,457
48771,tt0483022,7.1,1903
48772,tt0483068,7.1,233
48773,tt0483083,3.5,185
48774,tt0483093,4.8,136
48775,tt0483131,7.7,1837
48776,tt0483180,8.3,3584
48777,tt0483184,6.6,276
48778,tt0483195,5.5,863
48779,tt0483200,3.9,532
48780,tt0483206,7.4,670
48781,tt0483305,6.3,154
48782,tt0483577,4.7,1555
48783,tt0483578,7.7,3308
48784,tt0483586,6.4,784
48785,tt0483607,6.0,71410
48786,tt0483631,3.4,912
48787,tt0483701,3.0,120
48788,tt0483703,7.5,2344
48789,tt0483706,4.5,575
48790,tt0483719,5.9,2234
48791,tt0483722,6.6,141
48792,tt0483726,6.2,31529
48793,tt0483741,7.0,299
48794,tt0483756,6.3,5550
48795,tt0483759,6.3,740
48796,tt0483763,3.6,409
48797,tt0483771,7.8,674
48798,tt0483776,5.5,944
48799,tt0483796,5.1,356
48800,tt0483812,6.3,1687
48801,tt0483817,6.1,1073
48802,tt0483835,4.6,170
48803,tt0483908,5.7,355
48804,tt0483957,6.0,374
48805,tt0483980,5.4,271
48806,tt0483999,5.3,1097
48807,tt0484002,6.5,744
48808,tt0484003,4.8,672
48809,tt0484010,4.9,580
48810,tt0484039,6.4,1454
48811,tt0484051,5.2,108
48812,tt0484064,5.6,229
48813,tt0484090,6.5,4970
48814,tt0484095,6.4,638
48815,tt0484107,6.0,150
48816,tt0484111,5.8,8184
48817,tt0484113,6.8,888
48818,tt0484175,4.5,1040
48819,tt0484207,3.5,1621
48820,tt0484224,5.3,561
48821,tt0484273,5.9,1722
48822,tt0484349,5.6,1859
48823,tt0484357,6.7,367
48824,tt0484360,6.1,415
48825,tt0484368,6.0,2283
48826,tt0484382,6.1,3107
48827,tt0484434,5.2,395
48828,tt0484437,6.8,2749
48829,tt0484451,5.5,168
48830,tt0484487,6.8,343
48831,tt0484562,4.8,14655
48832,tt0484740,6.4,22246
48833,tt0484828,2.8,205
48834,tt0484831,4.5,1496
48835,tt0484840,6.4,302
48836,tt0484877,5.6,14980
48837,tt0484881,4.2,972
48838,tt0484888,6.0,259
48839,tt0484904,5.3,266
48840,tt0484964,1.9,644
48841,tt0485061,6.3,2366
48842,tt0485127,7.0,197
48843,tt0485131,5.0,111
48844,tt0485149,6.4,235
48845,tt0485185,4.6,605
48846,tt0485204,6.5,260
48847,tt0485205,5.6,124
48848,tt0485241,7.4,9855
48849,tt0485243,6.1,167
48850,tt0485270,6.4,271
48851,tt0485272,5.1,5082
48852,tt0485323,7.4,10340
48853,tt0485366,4.9,168
48854,tt0485376,5.0,2494
48855,tt0485466,2.9,449
48856,tt0485486,6.8,788
48857,tt0485510,7.5,10585
48858,tt0485521,6.4,344
48859,tt0485522,5.5,1805
48860,tt0485552,6.3,747
48861,tt0485553,6.7,712
48862,tt0485583,6.9,119
48863,tt0485601,7.6,30419
48864,tt0485618,6.8,344
48865,tt0485634,6.3,805
48866,tt0485675,4.5,254
48867,tt0485701,6.8,166
48868,tt0485774,4.1,1211
48869,tt0485782,2.6,313
48870,tt0485798,5.8,564
48871,tt0485851,6.8,33274
48872,tt0485861,2.9,363
48873,tt0485863,6.7,3880
48874,tt0485909,7.6,3778
48875,tt0485920,3.6,133
48876,tt0485922,7.1,889
48877,tt0485924,4.8,666
48878,tt0485927,6.2,653
48879,tt0485947,7.8,211776
48880,tt0485956,5.6,514
48881,tt0485976,6.6,12961
48882,tt0485985,5.9,33033
48883,tt0486020,3.6,482
48884,tt0486021,5.8,101
48885,tt0486028,5.0,4360
48886,tt0486051,5.8,21495
48887,tt0486084,3.7,275
48888,tt0486118,5.1,198
48889,tt0486138,6.0,1823
48890,tt0486192,6.2,225
48891,tt0486209,5.1,216
48892,tt0486219,6.9,4007
48893,tt0486321,4.5,4186
48894,tt0486474,6.5,2440
48895,tt0486480,6.4,3023
48896,tt0486497,4.8,135
48897,tt0486551,6.3,63280
48898,tt0486554,6.4,291
48899,tt0486569,3.8,833
48900,tt0486572,6.3,3213
48901,tt0486576,5.6,247759
48902,tt0486578,4.5,9651
48903,tt0486583,5.6,38939
48904,tt0486592,2.8,236
48905,tt0486611,4.0,240
48906,tt0486614,4.3,246
48907,tt0486615,5.3,4079
48908,tt0486617,4.2,152
48909,tt0486619,4.8,188
48910,tt0486628,5.9,320
48911,tt0486629,6.4,100
48912,tt0486636,6.3,2115
48913,tt0486640,4.5,22129
48914,tt0486651,4.7,1367
48915,tt0486652,3.9,1343
48916,tt0486655,7.6,250243
48917,tt0486665,6.0,711
48918,tt0486666,3.8,475
48919,tt0486674,5.6,26303
48920,tt0486708,4.2,4821
48921,tt0486720,6.5,405
48922,tt0486731,6.7,230
48923,tt0486751,5.8,1215
48924,tt0486771,3.0,162
48925,tt0486822,6.8,217146
48926,tt0486893,7.1,147
48927,tt0486911,5.6,197
48928,tt0486946,5.8,112931
48929,tt0487011,7.2,728
48930,tt0487027,5.8,1170
48931,tt0487052,3.2,727
48932,tt0487108,4.1,197
48933,tt0487144,5.0,265
48934,tt0487152,6.5,173
48935,tt0487156,3.8,927
48936,tt0487182,6.9,108
48937,tt0487195,6.2,2524
48938,tt0487203,5.8,329
48939,tt0487260,5.4,563
48940,tt0487271,6.3,5480
48941,tt0487273,6.8,2598
48942,tt0487359,5.9,206
48943,tt0487369,6.2,189
48944,tt0487400,2.9,197
48945,tt0487404,6.1,213
48946,tt0487419,7.4,6837
48947,tt0487456,6.0,294
48948,tt0487469,5.6,139
48949,tt0487503,7.0,6863
48950,tt0487504,5.6,1381
48951,tt0487505,6.5,294
48952,tt0487887,5.3,2431
48953,tt0487891,3.5,241
48954,tt0487897,7.1,330
48955,tt0487928,4.9,5623
48956,tt0487942,6.6,142
48957,tt0488000,5.9,117
48958,tt0488023,6.1,742
48959,tt0488027,7.4,1635
48960,tt0488031,6.5,168
48961,tt0488035,2.7,214
48962,tt0488059,5.6,836
48963,tt0488085,6.8,29247
48964,tt0488103,5.0,162
48965,tt0488120,7.2,183063
48966,tt0488121,6.5,962
48967,tt0488138,6.3,244
48968,tt0488151,5.2,402
48969,tt0488164,3.0,1649
48970,tt0488174,6.6,1086
48971,tt0488177,7.2,2512
48972,tt0488295,7.0,244
48973,tt0488296,6.3,150
48974,tt0488309,5.3,222
48975,tt0488310,4.9,108
48976,tt0488334,5.3,356
48977,tt0488338,4.5,418
48978,tt0488344,2.7,149
48979,tt0488349,5.2,908
48980,tt0488374,6.7,636
48981,tt0488380,6.5,4319
48982,tt0488381,6.5,1905
48983,tt0488400,7.6,2871
48984,tt0488403,6.2,2083
48985,tt0488414,8.1,18758
48986,tt0488478,7.7,13769
48987,tt0488515,5.4,201
48988,tt0488535,6.1,1390
48989,tt0488539,4.1,4685
48990,tt0488565,6.0,678
48991,tt0488584,6.7,193
48992,tt0488604,6.1,27324
48993,tt0488612,5.2,367
48994,tt0488658,5.3,10227
48995,tt0488736,6.7,330
48996,tt0488762,6.3,437
48997,tt0488763,6.4,2751
48998,tt0488798,6.9,17711
48999,tt0488818,5.0,218
49000,tt0488820,6.3,174
49001,tt0488832,6.5,593
49002,tt0488834,6.4,5141
49003,tt0488836,7.5,615
49004,tt0488840,5.3,214
49005,tt0488850,6.6,119
49006,tt0488853,6.3,1091
49007,tt0488870,7.7,2104
49008,tt0488903,6.6,504
49009,tt0488906,4.9,3168
49010,tt0488928,4.8,727
49011,tt0488962,5.3,2418
49012,tt0488967,4.0,158
49013,tt0488988,5.7,10290
49014,tt0488997,1.9,105
49015,tt0489010,5.7,1886
49016,tt0489015,4.3,392
49017,tt0489017,3.9,167
49018,tt0489019,3.2,552
49019,tt0489021,5.5,106
49020,tt0489024,2.0,129
49021,tt0489048,4.9,220
49022,tt0489049,6.6,55643
49023,tt0489067,6.5,141
49024,tt0489085,5.5,2734
49025,tt0489099,6.1,282968
49026,tt0489210,2.3,484
49027,tt0489212,6.3,861
49028,tt0489225,7.1,1611
49029,tt0489235,6.2,23435
49030,tt0489237,6.2,55357
49031,tt0489244,3.1,3394
49032,tt0489270,6.2,175339
49033,tt0489281,6.4,19506
49034,tt0489282,5.3,20765
49035,tt0489286,4.5,776
49036,tt0489318,5.5,1277
49037,tt0489325,6.2,2306
49038,tt0489327,7.1,12264
49039,tt0489410,5.0,115
49040,tt0489458,7.4,4595
49041,tt0489461,6.7,1574
49042,tt0489486,3.7,1632
49043,tt0489488,4.6,113
49044,tt0489501,5.5,234
49045,tt0489560,4.1,718
49046,tt0489569,6.3,344
49047,tt0489631,6.2,230
49048,tt0489653,4.3,141
49049,tt0489664,6.7,30076
