Type,,Air,Air,Water,Water
Info,,AirQuality,AirPollution,WaterQuality,WaterPollution
 People's Republic of China,Zhangzhou,0.0,100.0,50.0,50.0
 People's Republic of China,Zhanjiang,35.0,65.0,50.0,50.0
 People's Republic of China,Zhaoqing,12.5,87.5,50.0,50.0
 People's Republic of China,Zhaotong,50.0,50.0,50.0,50.0
 People's Republic of China,Zhaoyuan,0.0,100.0,50.0,50.0
 People's Republic of China,Zhengzhou,2.631578947368424,97.36842105263158,31.66666666666667,68.33333333333333
 People's Republic of China,Zhenjiang,12.5,87.5,37.5,62.5
 People's Republic of China,Zhongshan,29.166666666666664,70.83333333333334,12.5,87.5
 People's Republic of China,Zhoukou,0.0,100.0,50.0,50.0
 People's Republic of China,Zhoushan,12.5,87.5,50.0,50.0
 People's Republic of China,Zhuhai,41.66666666666667,58.33333333333333,35.0,65.0
 People's Republic of China,Zhuji,0.0,100.0,50.0,50.0
 People's Republic of China,Zhumadian,0.0,100.0,50.0,50.0
 People's Republic of China,Zhuzhou,0.0,100.0,50.0,50.0
 People's Republic of China,Zibo,0.0,100.0,50.0,50.0
 People's Republic of China,Zigong,0.0,100.0,50.0,50.0
 People's Republic of China,Zunyi,0.0,100.0,50.0,50.0
 Peru,Arequipa,18.333333333333336,81.66666666666666,11.666666666666671,88.33333333333333
 Peru,Ayacucho,100.0,0.0,100.0,0.0
 Peru,Chancay,25.0,75.0,50.0,50.0
 Peru,Chiclayo,50.0,50.0,50.0,50.0
 Peru,Chimbote,0.0,100.0,0.0,100.0
 Peru,Huancayo,75.0,25.0,25.0,75.0
 Peru,Huaral,50.0,50.0,75.0,25.0
 Peru,Iquitos,25.0,75.0,25.0,75.0
 Peru,Lima,19.75,80.25,23.95833333333333,76.04166666666667
 Peru,Piura,25.0,75.0,25.0,75.0
 Peru,Tarapoto,75.0,25.0,25.0,75.0
 Peru,Trujillo,50.0,50.0,62.5,37.5
 Philippines,Angeles,32.8125,67.1875,20.3125,79.6875
 Philippines,Antipolo,60.29411764705882,39.70588235294118,25.0,75.0
 Philippines,Bacolod,39.285714285714285,60.714285714285715,25.0,75.0
 Philippines,Bacoor,33.333333333333336,66.66666666666666,28.57142857142857,71.42857142857143
 Philippines,Baguio,26.88679245283019,73.11320754716981,33.51063829787235,66.48936170212765
 Philippines,Binangonan,75.0,25.0,50.0,50.0
 Philippines,Butuan,37.5,62.5,33.33333333333334,66.66666666666666
 Philippines,Cabanatuan,33.333333333333336,66.66666666666666,50.0,50.0
 Philippines,Cabuyao,25.0,75.0,0.0,100.0
 Philippines,Cagayan de Oro,62.5,37.5,0.0,100.0
 Philippines,Cainta,45.0,55.0,40.0,60.0
 Philippines,Calamba,58.333333333333336,41.666666666666664,22.222222222222214,77.77777777777779
 Philippines,Calbayog,75.0,25.0,50.0,50.0
 Philippines,Caloocan,25.0,75.0,16.66666666666667,83.33333333333333
 Philippines,Dagupan,21.875,78.125,25.0,75.0
 Philippines,Dasmarinas,28.57142857142857,71.42857142857143,20.3125,79.6875
 Philippines,Dumaguete,20.83333333333333,79.16666666666667,37.5,62.5
 Philippines,General Santos,66.66666666666666,33.33333333333334,33.33333333333334,66.66666666666666
 Philippines,General Trias,25.0,75.0,75.0,25.0
 Philippines,Ibajay,50.0,50.0,100.0,0.0
 Philippines,Imus,25.0,75.0,40.0,60.0
 Philippines,Lapu-Lapu,12.5,87.5,12.5,87.5
 Philippines,Las Pinas,33.333333333333336,66.66666666666666,25.0,75.0
 Philippines,Lipa,87.5,12.5,75.0,25.0
 Philippines,Lucena,54.16666666666666,45.83333333333334,30.769230769230774,69.23076923076923
 Philippines,Magallanes,50.0,50.0,50.0,50.0
 Philippines,Makati,34.21052631578947,65.78947368421052,29.054054054054063,70.94594594594594
 Philippines,Malabon,25.0,75.0,50.0,50.0
 Philippines,Mandaluyong,12.5,87.5,17.5,82.5
 Philippines,Manila,17.015706806282722,82.98429319371728,16.2568306010929,83.7431693989071
 Philippines,Marikina,83.33333333333333,16.66666666666667,33.33333333333334,66.66666666666666
 Philippines,Muntinlupa,40.625,59.375,16.66666666666667,83.33333333333333
 Philippines,Naga,70.0,30.0,55.0,45.0
 Philippines,Odiongan,100.0,0.0,25.0,75.0
 Philippines,Olongapo,64.28571428571428,35.71428571428572,20.83333333333333,79.16666666666667
 Philippines,Ormoc,62.5,37.5,37.5,62.5
 Philippines,Ozamiz,87.5,12.5,50.0,50.0
 Philippines,Pagadian,75.0,25.0,25.0,75.0
 Philippines,Pasay,25.0,75.0,0.0,100.0
 Philippines,Pasig,27.94117647058824,72.05882352941177,17.307692307692307,82.6923076923077
 Philippines,Polomolok,100.0,0.0,50.0,50.0
 Philippines,Puerto Galera,50.0,50.0,50.0,50.0
 Philippines,Puerto Princesa,62.5,37.5,45.83333333333334,54.16666666666666
 Philippines,Quezon City,23.809523809523807,76.19047619047619,19.87179487179486,80.12820512820514
 Philippines,San Fernando,18.75,81.25,6.25,93.75
 Philippines,San Juan,25.0,75.0,25.0,75.0
 Philippines,San Pedro,25.0,75.0,100.0,0.0
 Philippines,Santa Rosa,50.0,50.0,37.5,62.5
 Philippines,Shariff Aguak,25.0,75.0,100.0,0.0
 Philippines,Tacloban,75.0,25.0,30.0,70.0
 Philippines,Tagaytay,86.11111111111111,13.888888888888886,62.5,37.5
 Philippines,Tarlac City,56.25,43.75,25.0,75.0
 Philippines,Taytay,0.0,100.0,0.0,100.0
 Philippines,Valenzuela,48.68421052631579,51.31578947368421,11.842105263157904,88.1578947368421
 Poland,Bedzin,65.0,35.0,100.0,0.0
 Poland,Biala Podlaska,50.0,50.0,50.0,50.0
 Poland,Bialystok,34.523809523809526,65.47619047619048,47.05882352941176,52.94117647058824
 Poland,Bochnia,60.0,40.0,100.0,0.0
 Poland,Bydgoszcz,34.523809523809526,65.47619047619048,57.35294117647059,42.64705882352941
 Poland,Bytom,35.0,65.0,25.0,75.0
 Poland,Chelm,50.0,50.0,50.0,50.0
 Poland,Chorzow,25.0,75.0,50.0,50.0
 Poland,Chrzanow,37.5,62.5,50.0,50.0
 Poland,Czeladz,50.0,50.0,75.0,25.0
 Poland,Czestochowa,45.83333333333333,54.16666666666667,87.5,12.5
 Poland,Dabrowa Gornicza,33.333333333333336,66.66666666666666,75.0,25.0
 Poland,Elblag,54.16666666666666,45.83333333333334,50.0,50.0
 Poland,Gdansk,45.55555555555556,54.44444444444444,55.0,45.0
 Poland,Gdynia,49.41860465116279,50.58139534883721,51.38888888888889,48.61111111111111
 Poland,Gizycko,100.0,0.0,50.0,50.0
 Poland,Gliwice,19.11764705882353,80.88235294117646,40.38461538461539,59.61538461538461
 Poland,Glogow,50.0,50.0,50.0,50.0
 Poland,Gniezno,50.0,50.0,100.0,0.0
 Poland,Gorzow Wielkopolski,55.00000000000001,44.99999999999999,25.0,75.0
 Poland,Grudziadz,45.0,55.0,100.0,0.0
 Poland,Hajnowka,62.5,37.5,50.0,50.0
 Poland,Jaroslaw,25.0,75.0,50.0,50.0
 Poland,Jaslo,62.5,37.5,50.0,50.0
 Poland,Jelenia Gora,50.0,50.0,50.0,50.0
 Poland,Kalisz,50.0,50.0,50.0,50.0
 Poland,Katowice,27.77777777777778,72.22222222222223,51.666666666666664,48.333333333333336
 Poland,Kielce,50.0,50.0,50.0,50.0
 Poland,Kluczbork,50.0,50.0,50.0,50.0
 Poland,Kolobrzeg,100.0,0.0,100.0,0.0
 Poland,Konin,25.0,75.0,75.0,25.0
 Poland,Konstancin-Jeziorna,35.0,65.0,54.16666666666667,45.83333333333333
 Poland,Koscierzyna,62.5,37.5,50.0,50.0
 Poland,Koszalin,55.00000000000001,44.99999999999999,50.0,50.0
 Poland,Krakow,12.198795180722891,87.8012048192771,63.46153846153846,36.53846153846154
 Poland,Krasnik,50.0,50.0,50.0,50.0
 Poland,Krosno,62.5,37.5,50.0,50.0
 Poland,Legnica,50.0,50.0,50.0,50.0
 Poland,Leszno,75.0,25.0,50.0,50.0
 Poland,Lodz,28.846153846153843,71.15384615384616,59.55882352941176,40.44117647058824
 Poland,Lomza,75.0,25.0,50.0,50.0
 Poland,Lublin,35.9375,64.0625,58.33333333333333,41.66666666666667
 Poland,Lukow,62.5,37.5,50.0,50.0
 Poland,Mielec,50.0,50.0,50.0,50.0
 Poland,Nisko,62.5,37.5,50.0,50.0
 Poland,Nowy Sacz,30.0,70.0,0.0,100.0
 Poland,Olsztyn,42.70833333333333,57.29166666666667,56.25,43.75
 Poland,Opoczno,0.0,100.0,25.0,75.0
 Poland,Opole,37.5,62.5,54.54545454545455,45.45454545454545
 Poland,Ostroda,62.5,37.5,50.0,50.0
 Poland,Ostroleka,62.5,37.5,50.0,50.0
 Poland,Pabianice,29.166666666666664,70.83333333333334,50.0,50.0
 Poland,Pila,53.125,46.875,100.0,0.0
 Poland,Piotrkow Trybunalski,35.0,65.0,75.0,25.0
 Poland,Plock,33.333333333333336,66.66666666666666,55.0,45.0
 Poland,Polaniec,50.0,50.0,50.0,50.0
 Poland,Poznan,33.07692307692307,66.92307692307693,49.57627118644068,50.42372881355932
 Poland,Raciborz,62.5,37.5,50.0,50.0
 Poland,Radom,40.0,60.0,50.0,50.0
 Poland,Rybnik,13.88888888888889,86.11111111111111,58.33333333333333,41.66666666666667
 Poland,Rzeszow,37.5,62.5,52.94117647058824,47.05882352941176
 Poland,Sanok,62.5,37.5,50.0,50.0
 Poland,Siedlce,46.42857142857143,53.57142857142857,50.0,50.0
 Poland,Skarzysko-Kamienna,62.5,37.5,50.0,50.0
 Poland,Slubice,87.5,12.5,50.0,50.0
 Poland,Slupsk,87.5,12.5,50.0,50.0
 Poland,Sochaczew,37.5,62.5,50.0,50.0
 Poland,Sopot,45.45454545454545,54.54545454545455,46.42857142857143,53.57142857142857
 Poland,Sosnowiec,17.857142857142854,82.14285714285714,75.0,25.0
 Poland,Stalowa Wola,25.0,75.0,75.0,25.0
 Poland,Suwalki,87.5,12.5,50.0,50.0
 Poland,Szczecin,41.37931034482759,58.62068965517241,46.25,53.75
 Poland,Szczecinek,75.0,25.0,50.0,50.0
 Poland,Tarnow,37.5,62.5,50.0,50.0
 Poland,Torun,37.5,62.5,57.14285714285714,42.85714285714286
 Poland,Tychy,22.5,77.5,56.25,43.75
 Poland,Ustrzyki Dolne,70.0,30.0,100.0,0.0
 Poland,Wadowice,30.0,70.0,100.0,0.0
 Poland,Walbrzych,36.11111111111111,63.88888888888889,40.0,60.0
 Poland,Warsaw,27.27272727272727,72.72727272727273,63.98514851485149,36.01485148514851
 Poland,Wejherowo,87.5,12.5,50.0,50.0
 Poland,Wloclawek,45.0,55.0,25.0,75.0
 Poland,Wroclaw,25.68807339449541,74.3119266055046,64.5631067961165,35.43689320388349
 Poland,Wyszkow,100.0,0.0,50.0,50.0
 Poland,Zabrze,15.625,84.375,62.5,37.5
 Poland,Zakopane,33.333333333333336,66.66666666666666,50.0,50.0
 Poland,Zamosc,50.0,50.0,50.0,50.0
 Poland,Zary,62.5,37.5,50.0,50.0
 Poland,Zawiercie,25.0,75.0,50.0,50.0
 Poland,Zgierz,75.0,25.0,50.0,50.0
 Poland,Zgorzelec,62.5,37.5,50.0,50.0
 Poland,Zielona Gora,75.0,25.0,87.5,12.5
 Poland,Zory,25.0,75.0,50.0,50.0
 Poland,Zywiec,50.0,50.0,50.0,50.0
 Portugal,Albufeira,71.42857142857143,28.57142857142857,66.66666666666666,33.333333333333336
 Portugal,Alges,100.0,0.0,25.0,75.0
 Portugal,Almada,85.71428571428572,14.285714285714278,50.0,50.0
 Portugal,Alverca do Ribatejo,50.0,50.0,100.0,0.0
 Portugal,Amadora,75.0,25.0,25.0,75.0
 Portugal,Angra do Heroismo,100.0,0.0,100.0,0.0
 Portugal,Arcos de Valdevez,100.0,0.0,100.0,0.0
 Portugal,Aveiro,67.1875,32.8125,53.33333333333334,46.66666666666666
 Portugal,Barcelos,100.0,0.0,50.0,50.0
 Portugal,Braga,85.29411764705883,14.705882352941174,75.0,25.0
 Portugal,Caldas da Rainha,50.0,50.0,50.0,50.0
 Portugal,Cascais,78.125,21.875,58.33333333333333,41.66666666666667
 Portugal,Castelo Branco,100.0,0.0,100.0,0.0
 Portugal,Chaves,100.0,0.0,75.0,25.0
 Portugal,Coimbra,82.35294117647058,17.64705882352942,58.82352941176471,41.17647058823529
 Portugal,Covilha,95.83333333333331,4.166666666666686,100.0,0.0
 Portugal,Evora,93.75,6.25,64.58333333333334,35.416666666666664
 Portugal,Faro,79.16666666666667,20.83333333333333,75.0,25.0
 Portugal,Figueira da Foz,93.75,6.25,75.0,25.0
 Portugal,Funchal,84.09090909090908,15.90909090909092,68.05555555555556,31.944444444444443
 Portugal,Guimaraes,93.75,6.25,56.25,43.75
 Portugal,Lagos,75.0,25.0,25.0,75.0
 Portugal,Leiria,89.28571428571428,10.714285714285722,71.42857142857143,28.57142857142857
 Portugal,Lisbon,64.60674157303372,35.393258426966284,75.14367816091955,24.85632183908045
 Portugal,Loures,100.0,0.0,50.0,50.0
 Portugal,Lousada,75.0,25.0,50.0,50.0
 Portugal,Maia,89.28571428571428,10.714285714285722,100.0,0.0
 Portugal,Matosinhos,37.5,62.5,37.5,62.5
 Portugal,Oeiras,81.25,18.75,81.25,18.75
 Portugal,Ponta Delgada,100.0,0.0,95.0,4.999999999999999
 Portugal,Portimao,90.0,10.0,65.0,35.0
 Portugal,Porto,68.44262295081968,31.557377049180317,65.41666666666666,34.583333333333336
 Portugal,Povoa de Varzim,75.0,25.0,50.0,50.0
 Portugal,Queluz,50.0,50.0,100.0,0.0
 Portugal,Rio Tinto,100.0,0.0,25.0,75.0
 Portugal,Rio de Mouro,100.0,0.0,50.0,50.0
 Portugal,Santarem,95.0,5.0,50.0,50.0
 Portugal,Sao Bras de Alportel,100.0,0.0,50.0,50.0
 Portugal,Seixal,37.5,62.5,50.0,50.0
 Portugal,Setubal,61.11111111111112,38.88888888888888,40.0,60.0
 Portugal,Sines,75.0,25.0,50.0,50.0
 Portugal,Tavira,100.0,0.0,100.0,0.0
 Portugal,Tomar,100.0,0.0,25.0,75.0
 Portugal,Torres Vedras,87.5,12.5,25.0,75.0
 Portugal,Viana do Castelo,100.0,0.0,41.666666666666664,58.333333333333336
 Portugal,Vieira de Leiria,87.5,12.5,50.0,50.0
 Portugal,Vila Franca de Xira,87.5,12.5,87.5,12.5
 Portugal,Vila Nova de Famalicao,100.0,0.0,50.0,50.0
 Portugal,Vila Nova de Gaia,67.5,32.5,68.75,31.25
 Portugal,Vila Real,100.0,0.0,93.75,6.25
 Portugal,Vila Real de Santo Antonio,75.0,25.0,50.0,50.0
 Portugal,Vila do Conde,100.0,0.0,50.0,50.0
 Portugal,Viseu,79.16666666666667,20.83333333333333,62.5,37.5
 Qatar,Al Wakrah,14.285714285714285,85.71428571428572,75.0,25.0
 Qatar,Doha,37.87313432835821,62.12686567164179,53.83064516129033,46.16935483870967
 Republic of the Congo,Bomassa,0.0,100.0,0.0,100.0
 Republic of the Congo,Brazzaville,37.5,62.5,37.5,62.5
 Romania,Alba Iulia,62.5,37.5,50.0,50.0
 Romania,Arad,66.25,33.75,65.0,35.0
 Romania,Bacau,67.3076923076923,32.69230769230769,50.0,50.0
 Romania,Baia Mare,60.86956521739131,39.13043478260869,55.26315789473684,44.73684210526316
 Romania,Braila,41.66666666666667,58.33333333333333,18.75,81.25
 Romania,Bucharest,23.50574712643678,76.49425287356323,44.9766355140187,55.0233644859813
 Romania,Buzau,70.0,30.0,50.0,50.0
 Romania,Cluj-Napoca,57.11206896551724,42.88793103448276,66.5909090909091,33.409090909090914
 Romania,Craiova,53.84615384615385,46.15384615384615,63.88888888888889,36.11111111111111
 Romania,Cugir,100.0,0.0,75.0,25.0
 Romania,Deva,81.25,18.75,68.75,31.25
 Romania,Drobeta-Turnu Severin,45.0,55.0,50.0,50.0
 Romania,Giurgiu,50.0,50.0,50.0,50.0
 Romania,Iernut,87.5,12.5,25.0,75.0
 Romania,Miercurea Ciuc,90.0,10.0,100.0,0.0
 Romania,Oradea,65.47619047619048,34.52380952380952,73.33333333333333,26.666666666666668
 Romania,Ramnicu Valcea,87.5,12.5,68.75,31.25
 Romania,Sannicolau Mare,75.0,25.0,50.0,50.0
 Romania,Satu Mare,64.28571428571428,35.71428571428572,16.66666666666667,83.33333333333333
 Romania,Sfantu Gheorghe,100.0,0.0,100.0,0.0
 Romania,Sibiu,77.63157894736842,22.368421052631575,78.33333333333333,21.666666666666668
 Romania,Slatina,58.333333333333336,41.666666666666664,75.0,25.0
 Romania,Slobozia,25.0,75.0,25.0,75.0
 Romania,Suceava,71.875,28.125,62.5,37.5
 Romania,Targu Jiu,37.5,62.5,50.0,50.0
 Romania,Tulcea,80.0,20.0,70.83333333333334,29.166666666666664
 Romania,Vaslui,62.5,37.5,50.0,50.0
 Romania,Zalau,100.0,0.0,25.0,75.0
 Russia,Abakan,0.0,100.0,25.0,75.0
 Russia,Arkhangelsk,43.75,56.25,50.0,50.0
 Russia,Astrakhan,50.0,50.0,43.75,56.25
 Russia,Bakal,75.0,25.0,0.0,100.0
 Russia,Balashikha,25.0,75.0,41.666666666666664,58.333333333333336
 Russia,Belgorod,75.0,25.0,29.166666666666657,70.83333333333334
 Russia,Blagoveshchensk,25.0,75.0,75.0,25.0
 Russia,Cheboksary,50.0,50.0,65.0,35.0
 Russia,Chelyabinsk,16.666666666666668,83.33333333333333,29.6875,70.3125
 Russia,Cherepovets,0.0,100.0,0.0,100.0
 Russia,Domodedovo,50.0,50.0,62.5,37.5
 Russia,Dzerzhinsk,100.0,0.0,50.0,50.0
 Russia,Innopolis,100.0,0.0,100.0,0.0
 Russia,Irkutsk,53.125,46.875,62.5,37.5
 Russia,Ivanovo,33.333333333333336,66.66666666666666,12.5,87.5
 Russia,Izhevsk,33.333333333333336,66.66666666666666,29.166666666666657,70.83333333333334
 Russia,Kaliningrad,55.00000000000001,44.99999999999999,44.99999999999999,55.00000000000001
 Russia,Kansk,0.0,100.0,25.0,75.0
 Russia,Kazan,41.25,58.75,41.666666666666664,58.333333333333336
 Russia,Kemerovo,40.0,60.0,40.0,60.0
 Russia,Khabarovsk,61.11111111111112,38.88888888888888,42.50000000000001,57.49999999999999
 Russia,Khimki,33.333333333333336,66.66666666666666,33.33333333333334,66.66666666666666
 Russia,Kirov,66.66666666666666,33.33333333333334,33.33333333333334,66.66666666666666
 Russia,Kolomna,50.0,50.0,75.0,25.0
 Russia,Korolyov,25.0,75.0,12.5,87.5
 Russia,Krasnodar,44.44444444444444,55.55555555555556,55.55555555555556,44.44444444444444
 Russia,Krasnoyarsk,6.617647058823528,93.38235294117648,50.78125,49.21875
 Russia,Kurchatov,75.0,25.0,25.0,75.0
 Russia,Kursk,100.0,0.0,50.0,50.0
 Russia,Lipetsk,37.5,62.5,62.5,37.5
 Russia,Magnitogorsk,0.0,100.0,27.272727272727266,72.72727272727273
 Russia,Makhachkala,62.5,37.5,56.25,43.75
 Russia,Moscow,41.47526501766784,58.52473498233216,50.27472527472527,49.72527472527473
 Russia,Murmansk,57.14285714285714,42.85714285714286,85.71428571428572,14.285714285714285
 Russia,Nakhodka,25.0,75.0,25.0,75.0
 Russia,Nizhny Tagil,0.0,100.0,0.0,100.0
 Russia,Novocheboksarsk,25.0,75.0,75.0,25.0
 Russia,Novokuznetsk,0.0,100.0,55.0,45.0
 Russia,Novomoskovsk,50.0,50.0,50.0,50.0
 Russia,Novorossiysk,33.333333333333336,66.66666666666666,10.0,90.0
 Russia,Novosibirsk,36.48648648648648,63.51351351351352,45.945945945945944,54.054054054054056
 Russia,Obninsk,100.0,0.0,50.0,50.0
 Russia,Odintsovo,50.0,50.0,75.0,25.0
 Russia,Omsk,16.176470588235293,83.82352941176471,51.47058823529411,48.52941176470589
 Russia,Orenburg,30.0,70.0,40.0,60.0
 Russia,Penza,37.5,62.5,37.5,62.5
 Russia,Perm,44.44444444444444,55.55555555555556,50.0,50.0
 Russia,Petrozavodsk,58.333333333333336,41.666666666666664,75.0,25.0
 Russia,Pskov,100.0,0.0,50.0,50.0
 Russia,Ramenskoye,25.0,75.0,50.0,50.0
 Russia,Ryazan,0.0,100.0,8.333333333333314,91.66666666666669
 Russia,Rybinsk,25.0,75.0,0.0,100.0
 Russia,Saint Petersburg,43.103448275862064,56.896551724137936,45.11834319526628,54.88165680473372
 Russia,Samara,48.4375,51.5625,48.4375,51.5625
 Russia,Saransk,0.0,100.0,0.0,100.0
 Russia,Saratov,25.0,75.0,40.0,60.0
 Russia,Sergiyev Posad,75.0,25.0,25.0,75.0
 Russia,Serpukhov,0.0,100.0,50.0,50.0
 Russia,Simferopol,18.75,81.25,66.66666666666666,33.333333333333336
 Russia,Smolensk,50.0,50.0,45.83333333333334,54.16666666666666
 Russia,Sochi,75.0,25.0,57.14285714285714,42.85714285714286
 Russia,Stary Oskol,0.0,100.0,0.0,100.0
 Russia,Stavropol,85.71428571428572,14.285714285714278,71.42857142857143,28.57142857142857
 Russia,Taganrog,58.333333333333336,41.666666666666664,41.666666666666664,58.333333333333336
 Russia,Tambov,62.5,37.5,55.0,45.0
 Russia,Tolyatti,36.11111111111111,63.88888888888889,56.25,43.75
 Russia,Tomsk,46.42857142857143,53.57142857142857,48.21428571428571,51.78571428571429
 Russia,Tula,33.333333333333336,66.66666666666666,25.0,75.0
 Russia,Tver,62.5,37.5,62.5,37.5
 Russia,Tyumen,66.66666666666666,33.33333333333334,44.99999999999999,55.00000000000001
 Russia,Ufa,20.83333333333333,79.16666666666667,31.818181818181813,68.18181818181819
 Russia,Ulyanovsk,58.333333333333336,41.666666666666664,62.5,37.5
 Russia,Veliky Novgorod,100.0,0.0,50.0,50.0
 Russia,Vladikavkaz,50.0,50.0,75.0,25.0
 Russia,Vladimir,37.5,62.5,50.0,50.0
 Russia,Vladivostok,35.0,65.0,32.5,67.5
 Russia,Volgodonsk,25.0,75.0,25.0,75.0
 Russia,Volgograd,21.666666666666668,78.33333333333333,40.625,59.375
 Russia,Vologda,62.5,37.5,75.0,25.0
 Russia,Volzhsky,0.0,100.0,25.0,75.0
 Russia,Voronezh,36.8421052631579,63.1578947368421,32.89473684210526,67.10526315789474
 Russia,Yakutsk,58.333333333333336,41.666666666666664,12.5,87.5
 Russia,Yaroslavl,16.666666666666668,83.33333333333333,41.666666666666664,58.333333333333336
 Russia,Yekaterinburg,27.906976744186046,72.09302325581396,41.666666666666664,58.333333333333336
 Russia,Yoshkar-Ola,100.0,0.0,50.0,50.0
 Russia,Yuzhno-Sakhalinsk,8.333333333333332,91.66666666666667,25.0,75.0
 Rwanda,Kigali,56.25,43.75,50.0,50.0
 Saint Lucia,Castries,70.83333333333334,29.166666666666657,66.66666666666666,33.333333333333336
 Samoa,Apia,70.83333333333334,29.166666666666657,60.0,40.0
 San Marino,San Marino,87.5,12.5,50.0,50.0
 Saudi Arabia,Abha,93.75,6.25,81.25,18.75
 Saudi Arabia,Dhahran,40.625,59.375,59.375,40.625
 Saudi Arabia,Ha'il,41.66666666666667,58.33333333333333,58.33333333333333,41.66666666666667
 Saudi Arabia,Jeddah,35.24096385542169,64.75903614457832,45.56962025316456,54.43037974683544
 Saudi Arabia,Jizan,25.0,75.0,0.0,100.0
 Saudi Arabia,Jubail,30.46875,69.53125,61.206896551724135,38.793103448275865
 Saudi Arabia,Mecca,28.57142857142857,71.42857142857143,59.375,40.625
 Saudi Arabia,Medina,20.0,80.0,33.33333333333334,66.66666666666666
 Saudi Arabia,Najran,75.0,25.0,75.0,25.0
 Saudi Arabia,Qatif,25.0,75.0,25.0,75.0
 Saudi Arabia,Riyadh,33.69565217391305,66.30434782608695,55.42635658914728,44.57364341085272
 Saudi Arabia,Tabuk,50.0,50.0,75.0,25.0
 Saudi Arabia,Unaizah,50.0,50.0,50.0,50.0
 Saudi Arabia,Yanbu,0.0,100.0,50.0,50.0
 Senegal,Dakar,10.344827586206897,89.65517241379311,18.0,82.0
 Senegal,Thies,50.0,50.0,75.0,25.0
 Serbia,Backa Palanka,62.5,37.5,50.0,50.0
 Serbia,Belgrade,34.825327510917035,65.17467248908297,49.09502262443439,50.90497737556561
 Serbia,Cacak,41.66666666666667,58.33333333333333,50.0,50.0
 Serbia,Cuprija,59.375,40.625,34.375,65.625
 Serbia,Jagodina,32.14285714285714,67.85714285714286,46.42857142857143,53.57142857142857
 Serbia,Kragujevac,50.0,50.0,56.25,43.75
 Serbia,Kraljevo,37.5,62.5,62.5,37.5
 Serbia,Leskovac,87.5,12.5,100.0,0.0
 Serbia,Nis,28.125,71.875,59.72222222222222,40.27777777777778
 Serbia,Novi Pazar,75.0,25.0,100.0,0.0
 Serbia,Novi Sad,59.2391304347826,40.7608695652174,52.840909090909086,47.159090909090914
 Serbia,Pancevo,10.714285714285715,89.28571428571428,46.42857142857143,53.57142857142857
 Serbia,Paracin,75.0,25.0,75.0,25.0
 Serbia,Prijepolje,0.0,100.0,50.0,50.0
 Serbia,Ruma,25.0,75.0,25.0,75.0
 Serbia,Sabac,25.0,75.0,16.66666666666667,83.33333333333333
 Serbia,Senta,25.0,75.0,25.0,75.0
 Serbia,Sremska Mitrovica,75.0,25.0,87.5,12.5
 Serbia,Stara Pazova,62.5,37.5,50.0,50.0
 Serbia,Subotica,50.0,50.0,50.0,50.0
 Serbia,Uzice,25.0,75.0,25.0,75.0
 Serbia,Valjevo,0.0,100.0,25.0,75.0
 Serbia,Zrenjanin,46.875,53.125,3.125,96.875
 Seychelles,Victoria,62.5,37.5,75.0,25.0
 Sierra Leone,Freetown,25.0,75.0,0.0,100.0
 Singapore,Singapore,65.87837837837837,34.12162162162163,75.79505300353355,24.20494699646644
 Slovakia,Banska Bystrica,62.5,37.5,75.0,25.0
 Slovakia,Bratislava,62.32394366197183,37.67605633802817,67.53731343283582,32.46268656716418
 Slovakia,Hnusta,62.5,37.5,50.0,50.0
 Slovakia,Humenne,62.5,37.5,75.0,25.0
 Slovakia,Jelsava,50.0,50.0,50.0,50.0
 Slovakia,Kosice,52.38095238095239,47.61904761904761,64.70588235294119,35.29411764705882
 Slovakia,Malacky,87.5,12.5,50.0,50.0
 Slovakia,Martin,55.00000000000001,44.99999999999999,100.0,0.0
 Slovakia,Nitra,75.0,25.0,50.0,50.0
 Slovakia,Nove Mesto nad Vahom,50.0,50.0,50.0,50.0
 Slovakia,Nove Zamky,75.0,25.0,100.0,0.0
 Slovakia,Partizanske,50.0,50.0,50.0,50.0
 Slovakia,Poprad,97.2222222222222,2.7777777777778,90.0,9.999999999999998
 Slovakia,Presov,58.333333333333336,41.666666666666664,75.0,25.0
 Slovakia,Prievidza,80.0,20.0,100.0,0.0
 Slovakia,Ruzomberok,45.0,55.0,50.0,50.0
 Slovakia,Senica,62.5,37.5,50.0,50.0
 Slovakia,Spisska Nova Ves,62.5,37.5,50.0,50.0
 Slovakia,Spisska Stara Ves,12.5,87.5,50.0,50.0
 Slovakia,Stara Lubovna,100.0,0.0,25.0,75.0
 Slovakia,Trencin,78.57142857142857,21.42857142857143,58.33333333333333,41.66666666666667
 Slovakia,Trnava,60.71428571428571,39.28571428571429,100.0,0.0
 Slovakia,Velky Meder,75.0,25.0,50.0,50.0
 Slovakia,Zilina,55.00000000000001,44.99999999999999,68.75,31.25
 Slovakia,Zvolen,87.5,12.5,50.0,50.0
 Slovenia,Celje,50.0,50.0,91.66666666666667,8.333333333333332
 Slovenia,Domzale,50.0,50.0,100.0,0.0
 Slovenia,Grosuplje,100.0,0.0,100.0,0.0
 Slovenia,Idrija,75.0,25.0,75.0,25.0
 Slovenia,Izola,90.0,10.0,90.0,9.999999999999998
 Slovenia,Kocevje,100.0,0.0,50.0,50.0
 Slovenia,Koper,87.5,12.5,100.0,0.0
 Slovenia,Kranj,80.55555555555556,19.444444444444443,87.5,12.5
