Type,,Air,Air,Water,Water
Info,,AirQuality,AirPollution,WaterQuality,WaterPollution
 Greece,Livadeia,62.5,37.5,50.0,50.0
 Greece,Mytilene,100.0,0.0,62.5,37.5
 Greece,Naousa,100.0,0.0,100.0,0.0
 Greece,Naxos,100.0,0.0,50.0,50.0
 Greece,Nikaia,33.333333333333336,66.66666666666666,100.0,0.0
 Greece,Patras,60.0,40.0,58.33333333333333,41.66666666666667
 Greece,Peristeri,62.5,37.5,50.0,50.0
 Greece,Rethymno,85.0,15.0,100.0,0.0
 Greece,Rhodes,92.85714285714286,7.142857142857139,78.57142857142857,21.42857142857143
 Greece,Samos,100.0,0.0,100.0,0.0
 Greece,Thessaloniki,39.523809523809526,60.476190476190474,52.5,47.5
 Greece,Trikala,95.83333333333331,4.166666666666686,66.66666666666666,33.333333333333336
 Greece,Volos,50.0,50.0,44.44444444444444,55.55555555555556
 Greece,Xanthi,100.0,0.0,65.0,35.0
 Greece,Zakynthos,100.0,0.0,75.0,25.0
 Grenada,Gouyave,50.0,50.0,25.0,75.0
 Grenada,Grenville,66.66666666666666,33.33333333333334,41.666666666666664,58.333333333333336
 Grenada,St. George's,55.00000000000001,44.99999999999999,75.0,25.0
 Guatemala,Antigua Guatemala,32.14285714285714,67.85714285714286,46.42857142857143,53.57142857142857
 Guatemala,Guatemala City,39.285714285714285,60.714285714285715,30.46875,69.53125
 Guatemala,Quetzaltenango,29.166666666666664,70.83333333333334,25.0,75.0
 Guinea,Conakry,4.999999999999999,95.0,6.25,93.75
 Guyana,Georgetown,51.31578947368421,48.68421052631579,16.66666666666667,83.33333333333333
 Guyana,Linden,37.5,62.5,37.5,62.5
 Guyana,New Amsterdam,100.0,0.0,50.0,50.0
 Haiti,Port-au-Prince,12.5,87.5,31.25,68.75
 Honduras,El Progreso,25.0,75.0,0.0,100.0
 Honduras,La Ceiba,62.5,37.5,25.0,75.0
 Honduras,San Pedro Sula,28.57142857142857,71.42857142857143,32.14285714285714,67.85714285714286
 Honduras,Talanga,50.0,50.0,50.0,50.0
 Honduras,Tegucigalpa,22.619047619047617,77.38095238095238,11.538461538461547,88.46153846153845
 Hungary,Ajka,75.0,25.0,50.0,50.0
 Hungary,Budaors,75.0,25.0,100.0,0.0
 Hungary,Budapest,40.61032863849765,59.38967136150235,67.625,32.375
 Hungary,Debrecen,56.57894736842105,43.42105263157895,79.16666666666667,20.83333333333333
 Hungary,Dunakeszi,50.0,50.0,100.0,0.0
 Hungary,Dunaujvaros,60.0,40.0,50.0,50.0
 Hungary,Eger,100.0,0.0,50.0,50.0
 Hungary,Erd,66.66666666666666,33.33333333333334,62.5,37.5
 Hungary,Esztergom,75.0,25.0,50.0,50.0
 Hungary,Gyor,79.16666666666667,20.83333333333333,100.0,0.0
 Hungary,Heviz,62.5,37.5,62.5,37.5
 Hungary,Kazincbarcika,50.0,50.0,50.0,50.0
 Hungary,Kecskemet,75.0,25.0,50.0,50.0
 Hungary,Kiskunfelegyhaza,100.0,0.0,25.0,75.0
 Hungary,Mariapocs,100.0,0.0,100.0,0.0
 Hungary,Miskolc,44.44444444444444,55.55555555555556,85.0,15.000000000000002
 Hungary,Nyiregyhaza,50.0,50.0,50.0,50.0
 Hungary,Pecs,62.5,37.5,75.0,25.0
 Hungary,Sopron,100.0,0.0,100.0,0.0
 Hungary,Szeged,69.44444444444444,30.555555555555557,75.0,25.0
 Hungary,Szekesfehervar,62.5,37.5,81.25,18.75
 Hungary,Szolnok,75.0,25.0,83.33333333333333,16.666666666666668
 Hungary,Szombathely,100.0,0.0,50.0,50.0
 Hungary,Tatabanya,62.5,37.5,50.0,50.0
 Hungary,Vac,100.0,0.0,100.0,0.0
 Hungary,Veszprem,96.42857142857144,3.571428571428555,91.66666666666667,8.333333333333332
 Hungary,Zalaegerszeg,0.0,100.0,0.0,100.0
 Iceland,Akranes,100.0,0.0,62.5,37.5
 Iceland,Akureyri,85.0,15.0,25.0,75.0
 Iceland,Bildudalur,0.0,100.0,0.0,100.0
 Iceland,Bolungarvik,100.0,0.0,100.0,0.0
 Iceland,Hella,100.0,0.0,100.0,0.0
 Iceland,Husavik,50.0,50.0,50.0,50.0
 Iceland,Keflavik,87.5,12.5,100.0,0.0
 Iceland,Kopavogur,100.0,0.0,50.0,50.0
 Iceland,Reykjavik,86.68478260869566,13.315217391304344,94.88636363636364,5.113636363636365
 India,Adoni,0.0,100.0,0.0,100.0
 India,Agartala,63.63636363636363,36.36363636363637,41.666666666666664,58.333333333333336
 India,Agra,23.61111111111111,76.38888888888889,30.172413793103445,69.82758620689656
 India,Ahmedabad,32.96296296296296,67.03703703703704,33.0078125,66.9921875
 India,Aizawl,100.0,0.0,25.0,75.0
 India,Ajmer,50.0,50.0,54.16666666666667,45.83333333333333
 India,Akola,31.521739130434785,68.47826086956522,37.5,62.5
 India,Aligarh,50.0,50.0,100.0,0.0
 India,Allahabad,13.719512195121952,86.28048780487805,25.0,75.0
 India,Alwar,37.5,62.5,44.23076923076923,55.76923076923077
 India,Amravati,36.25,63.75,40.38461538461539,59.61538461538461
 India,Amritsar,21.5686274509804,78.4313725490196,23.295454545454547,76.70454545454545
 India,Anand,78.84615384615384,21.15384615384616,54.54545454545455,45.45454545454545
 India,Asansol,25.96153846153846,74.03846153846155,31.521739130434796,68.4782608695652
 India,Aurangabad,30.64516129032258,69.35483870967742,38.0,62.0
 India,Balasore,21.15384615384616,78.84615384615384,41.666666666666664,58.333333333333336
 India,Bareilly,45.83333333333333,54.16666666666667,51.47058823529411,48.52941176470589
 India,Bathinda,30.681818181818183,69.31818181818181,31.25,68.75
 India,Begusarai,44.44444444444444,55.55555555555556,44.99999999999999,55.00000000000001
 India,Belgaum,46.71052631578947,53.28947368421053,17.567567567567565,82.43243243243244
 India,Bhagalpur,53.75,46.25,50.0,50.0
 India,Bharuch,30.55555555555556,69.44444444444444,32.14285714285714,67.85714285714286
 India,Bhavnagar,61.36363636363637,38.63636363636363,38.09523809523809,61.90476190476191
 India,Bhilai,34.82142857142857,65.17857142857143,44.31818181818182,55.68181818181818
 India,Bhiwani,25.0,75.0,87.5,12.5
 India,Bhopal,48.92857142857142,51.07142857142858,32.69230769230769,67.3076923076923
 India,Bhubaneswar,55.76923076923077,44.23076923076923,49.28571428571429,50.71428571428571
 India,Bikaner,61.90476190476191,38.09523809523809,45.83333333333334,54.16666666666666
 India,Bilaspur,31.57894736842105,68.42105263157895,25.0,75.0
 India,Chandigarh,54.41176470588235,45.58823529411765,41.88311688311688,58.11688311688312
 India,Chandrapur,11.11111111111111,88.88888888888889,31.66666666666667,68.33333333333333
 India,Chennai,35.8843537414966,64.1156462585034,26.92982456140352,73.07017543859648
 India,Chittoor,70.0,30.0,29.166666666666657,70.83333333333334
 India,Coimbatore,50.0,50.0,34.25925925925925,65.74074074074075
 India,Coonoor,87.5,12.5,55.0,45.0
 India,Darbhanga,40.625,59.375,40.625,59.375
 India,Dehradun,41.12903225806451,58.87096774193549,33.33333333333334,66.66666666666666
 India,Delhi,11.844135802469136,88.15586419753086,22.58320126782884,77.41679873217116
 India,Dhanbad,20.192307692307693,79.8076923076923,35.86956521739131,64.13043478260869
 India,Dibrugarh,51.78571428571429,48.21428571428571,55.55555555555556,44.44444444444444
 India,Durgapur,12.5,87.5,50.0,50.0
 India,Eluru,54.16666666666666,45.83333333333334,42.85714285714286,57.14285714285714
 India,Erode,50.0,50.0,38.88888888888888,61.11111111111112
 India,Faridabad,13.068181818181818,86.93181818181819,19.57831325301204,80.42168674698796
 India,Gandhinagar,87.90322580645162,12.096774193548384,50.0,50.0
 India,Gangtok,90.625,9.375,53.125,46.875
 India,Gaya,0.0,100.0,50.0,50.0
 India,Ghaziabad,12.903225806451612,87.09677419354838,20.0,80.0
 India,Gorakhpur,47.11538461538461,52.88461538461539,34.0,66.0
 India,Greater Noida,25.0,75.0,0.0,100.0
 India,Gulbarga,33.92857142857143,66.07142857142857,23.07692307692308,76.92307692307692
 India,Guntur,38.54166666666667,61.45833333333333,42.10526315789473,57.89473684210527
 India,Guwahati,33.75,66.25,21.22641509433963,78.77358490566037
 India,Gwalior,25.0,75.0,27.02702702702703,72.97297297297297
 India,Haldia,0.0,100.0,0.0,100.0
 India,Haridwar,71.875,28.125,46.875,53.125
 India,Hassan,68.18181818181819,31.818181818181813,39.28571428571429,60.71428571428571
 India,Hisar,29.629629629629623,70.37037037037038,53.84615384615385,46.15384615384615
 India,Howrah,50.0,50.0,25.0,75.0
 India,Hubli,26.785714285714285,73.21428571428572,30.555555555555557,69.44444444444444
 India,Hyderabad,31.49253731343284,68.50746268656715,29.892966360856263,70.10703363914374
 India,Imphal,47.91666666666667,52.08333333333333,34.61538461538461,65.38461538461539
 India,Indore,45.0,55.0,29.435483870967744,70.56451612903226
 India,Jabalpur,42.85714285714286,57.14285714285714,31.896551724137936,68.10344827586206
 India,Jaipur,43.67469879518072,56.32530120481928,36.44736842105263,63.55263157894737
 India,Jalandhar,23.75,76.25,32.8125,67.1875
 India,Jalgaon,33.75,66.25,45.3125,54.6875
 India,Jammu,44.76744186046512,55.23255813953488,37.17948717948718,62.82051282051282
 India,Jamnagar,34.48275862068966,65.51724137931035,41.666666666666664,58.333333333333336
 India,Jamshedpur,46.32352941176471,53.67647058823529,44.61538461538461,55.38461538461539
 India,Jaunpur,50.0,50.0,37.5,62.5
 India,Jhansi,47.82608695652174,52.17391304347826,30.263157894736835,69.73684210526316
 India,Jodhpur,27.77777777777778,72.22222222222223,34.375,65.625
 India,Kakinada,62.5,37.5,62.5,37.5
 India,Kanpur,16.40625,83.59375,23.333333333333343,76.66666666666666
 India,Karaikal,50.0,50.0,50.0,50.0
 India,Kharagpur,50.0,50.0,44.23076923076923,55.76923076923077
 India,Kochi,36.5625,63.4375,31.597222222222214,68.40277777777779
 India,Kolhapur,52.88461538461539,47.11538461538461,30.95238095238095,69.04761904761905
 India,Kolkata,25.93457943925233,74.06542056074767,31.730769230769226,68.26923076923077
 India,Kollam,75.0,25.0,55.88235294117647,44.11764705882353
 India,Korba,43.75,56.25,56.25,43.75
 India,Kota,30.208333333333336,69.79166666666666,51.5625,48.4375
 India,Kozhikode,57.25806451612904,42.74193548387096,29.761904761904773,70.23809523809523
 India,Kurnool,43.333333333333336,56.666666666666664,34.09090909090909,65.9090909090909
 India,Latur,83.33333333333333,16.66666666666667,41.666666666666664,58.333333333333336
 India,Lucknow,25.666666666666664,74.33333333333334,27.173913043478265,72.82608695652173
 India,Ludhiana,17.857142857142854,82.14285714285714,31.818181818181813,68.18181818181819
 India,Mangalore,65.09433962264151,34.90566037735849,52.46710526315789,47.53289473684211
 India,Mathura,53.125,46.875,34.0,66.0
 India,Meerut,27.659574468085108,72.34042553191489,24.342105263157904,75.6578947368421
 India,Mohali,87.5,12.5,25.0,75.0
 India,Mumbai,25.16025641025641,74.83974358974359,24.674620390455544,75.32537960954446
 India,Munger,100.0,0.0,37.5,62.5
 India,Muradabad,37.5,62.5,56.25,43.75
 India,Muzaffarpur,17.59259259259259,82.4074074074074,42.39130434782608,57.60869565217392
 India,Mysore,51.5625,48.4375,37.5,62.5
 India,Nagercoil,37.5,62.5,44.99999999999999,55.00000000000001
 India,Nagpur,46.61016949152542,53.38983050847458,30.555555555555557,69.44444444444444
 India,Nalgonda,75.0,25.0,25.0,75.0
 India,Nanded,38.23529411764706,61.76470588235294,46.42857142857143,53.57142857142857
 India,Nandyal,12.5,87.5,25.0,75.0
 India,Nashik,69.44444444444444,30.555555555555557,50.0,50.0
 India,Navi Mumbai,40.21739130434783,59.78260869565217,44.72477064220184,55.27522935779816
 India,Navsari,68.75,31.25,45.45454545454546,54.54545454545454
 India,Nellore,31.48148148148148,68.51851851851852,33.33333333333334,66.66666666666666
 India,Noida,11.482558139534882,88.51744186046511,17.365269461077844,82.63473053892216
 India,Palakkad,86.53846153846155,13.461538461538453,45.83333333333334,54.16666666666666
 India,Panaji,25.0,75.0,50.0,50.0
 India,Pathanamthitta,89.70588235294117,10.294117647058826,61.36363636363637,38.63636363636363
 India,Patiala,33.333333333333336,66.66666666666666,30.882352941176478,69.11764705882352
 India,Patna,14.492753623188404,85.5072463768116,31.746031746031747,68.25396825396825
 India,Pondicherry,50.0,50.0,40.90909090909091,59.09090909090909
 India,Pune,39.107883817427386,60.892116182572614,28.138528138528144,71.86147186147186
 India,Purnia,100.0,0.0,50.0,50.0
 India,Raipur,15.094339622641511,84.90566037735849,31.38297872340425,68.61702127659575
 India,Rajkot,43.604651162790695,56.395348837209305,41.89189189189189,58.10810810810811
 India,Ranchi,52.77777777777778,47.22222222222222,34.027777777777786,65.97222222222221
 India,Ratlam,65.0,35.0,44.99999999999999,55.00000000000001
 India,Rishikesh,37.5,62.5,12.5,87.5
 India,Rohtak,50.0,50.0,75.0,25.0
 India,Rourkela,32.99999999999999,67.0,41.666666666666664,58.333333333333336
 India,Salem,48.80952380952381,51.19047619047619,35.71428571428572,64.28571428571428
 India,Sangli,47.22222222222222,52.77777777777778,37.5,62.5
 India,Satara,87.5,12.5,43.75,56.25
 India,Shillong,73.33333333333334,26.666666666666657,26.666666666666657,73.33333333333334
 India,Shimla,63.95348837209303,36.04651162790697,37.5,62.5
 India,Sikar,58.333333333333336,41.666666666666664,12.5,87.5
 India,Siliguri,40.0,60.0,33.0,67.0
 India,Solapur,20.83333333333333,79.16666666666667,26.92307692307692,73.07692307692308
 India,Sri Ganganagar,50.0,50.0,55.55555555555556,44.44444444444444
 India,Srikakulam,75.0,25.0,62.5,37.5
 India,Srinagar,77.58620689655173,22.41379310344827,48.07692307692307,51.92307692307693
 India,Surat,46.35922330097088,53.64077669902912,38.03191489361703,61.96808510638297
 India,Tenali,71.42857142857143,28.57142857142857,41.666666666666664,58.333333333333336
 India,Thane,41.66666666666667,58.33333333333333,29.054054054054063,70.94594594594594
 India,Thiruvananthapuram,52.71084337349398,47.28915662650602,46.710526315789465,53.289473684210535
 India,Thoothukudi,50.0,50.0,50.0,50.0
 India,Thrissur,47.82608695652174,52.17391304347826,25.0,75.0
 India,Tinsukia,0.0,100.0,25.0,75.0
 India,Tirunelveli,55.55555555555556,44.44444444444444,25.0,75.0
 India,Tirupur,42.64705882352941,57.35294117647059,50.0,50.0
 India,Udaipur,57.14285714285714,42.85714285714286,27.41935483870968,72.58064516129032
 India,Udupi,50.0,50.0,62.5,37.5
 India,Ulhasnagar,10.869565217391305,89.13043478260869,26.08695652173914,73.91304347826086
 India,Vadodara,43.45794392523364,56.54205607476636,34.09090909090909,65.9090909090909
 India,Valsad,75.0,25.0,25.0,75.0
 India,Varanasi,19.33962264150944,80.66037735849056,29.081632653061234,70.91836734693877
 India,Veraval,0.0,100.0,0.0,100.0
 India,Vijayawada,30.113636363636363,69.88636363636364,41.25,58.75
 India,Visakhapatnam,40.406976744186046,59.593023255813954,30.379746835443044,69.62025316455696
 India,Vizianagaram,58.333333333333336,41.666666666666664,41.666666666666664,58.333333333333336
 India,Warangal,53.40909090909091,46.59090909090909,28.125,71.875
 India,Wardha,50.0,50.0,50.0,50.0
 Indonesia,Balikpapan,72.22222222222221,27.777777777777786,61.11111111111111,38.88888888888889
 Indonesia,Banda Aceh,71.42857142857143,28.57142857142857,87.5,12.5
 Indonesia,Bandar Lampung,62.5,37.5,60.0,40.0
 Indonesia,Bandung,40.38461538461539,59.61538461538461,38.29787234042553,61.70212765957447
 Indonesia,Banjarmasin,100.0,0.0,100.0,0.0
 Indonesia,Batam,56.25,43.75,50.0,50.0
 Indonesia,Binjai,75.0,25.0,100.0,0.0
 Indonesia,Bogor,67.3076923076923,32.69230769230769,47.916666666666664,52.083333333333336
 Indonesia,Cilegon,50.0,50.0,50.0,50.0
 Indonesia,Cimahi,58.333333333333336,41.666666666666664,66.66666666666666,33.333333333333336
 Indonesia,Denpasar,33.69565217391305,66.30434782608695,39.77272727272727,60.22727272727273
 Indonesia,Depok,8.333333333333332,91.66666666666667,8.333333333333314,91.66666666666669
 Indonesia,Jakarta,22.265625,77.734375,22.89999999999999,77.10000000000001
 Indonesia,Jambi,87.5,12.5,87.5,12.5
 Indonesia,Jayapura,100.0,0.0,87.5,12.5
 Indonesia,Kediri,75.0,25.0,100.0,0.0
 Indonesia,Kendari,100.0,0.0,100.0,0.0
 Indonesia,Madiun,100.0,0.0,93.75,6.25
 Indonesia,Magelang,100.0,0.0,100.0,0.0
 Indonesia,Makassar,50.0,50.0,55.0,45.0
 Indonesia,Malang,77.17391304347827,22.826086956521735,65.21739130434783,34.78260869565217
 Indonesia,Manado,50.0,50.0,41.666666666666664,58.333333333333336
 Indonesia,Medan,20.83333333333333,79.16666666666667,56.666666666666664,43.333333333333336
 Indonesia,Mojokerto,100.0,0.0,100.0,0.0
 Indonesia,Padang,68.75,31.25,75.0,25.0
 Indonesia,Palangkaraya,100.0,0.0,100.0,0.0
 Indonesia,Palembang,75.0,25.0,100.0,0.0
 Indonesia,Pekanbaru,80.0,20.0,75.0,25.0
 Indonesia,Pematangsiantar,100.0,0.0,100.0,0.0
 Indonesia,Salatiga,83.33333333333333,16.66666666666667,62.5,37.5
 Indonesia,Samarinda,87.5,12.5,100.0,0.0
 Indonesia,Semarang,55.55555555555556,44.44444444444444,52.5,47.5
 Indonesia,Surabaya,49.43181818181818,50.56818181818182,42.22222222222223,57.77777777777777
 Indonesia,Surakarta,55.00000000000001,44.99999999999999,44.99999999999999,55.00000000000001
 Indonesia,Takengon,100.0,0.0,100.0,0.0
 Indonesia,Tangerang,45.45454545454545,54.54545454545455,47.72727272727273,52.27272727272727
 Indonesia,Tanjung Pinang,0.0,100.0,75.0,25.0
 Indonesia,Ubud,50.0,50.0,75.0,25.0
 Indonesia,Yogyakarta City,45.65217391304349,54.34782608695651,42.70833333333334,57.29166666666666
 Iran,Abadan,0.0,100.0,50.0,50.0
 Iran,Amol,100.0,0.0,25.0,75.0
 Iran,Arak,2.2727272727272707,97.72727272727273,32.14285714285714,67.85714285714286
 Iran,Babol,100.0,0.0,100.0,0.0
 Iran,Birjand,60.0,40.0,100.0,0.0
 Iran,Bojnord,0.0,100.0,50.0,50.0
 Iran,Bushehr,0.0,100.0,0.0,100.0
 Iran,Eslamshahr,0.0,100.0,50.0,50.0
 Iran,Hamadan,39.285714285714285,60.714285714285715,62.5,37.5
 Iran,Ilam,0.0,100.0,50.0,50.0
 Iran,Isfahan,35.15625,64.84375,56.0,44.0
 Iran,Karaj,29.166666666666664,70.83333333333334,40.625,59.375
 Iran,Kerman,48.07692307692308,51.92307692307692,85.71428571428572,14.285714285714285
 Iran,Kermanshah,10.714285714285715,89.28571428571428,58.33333333333333,41.66666666666667
 Iran,Khorramabad,50.0,50.0,25.0,75.0
 Iran,Kish,100.0,0.0,100.0,0.0
 Iran,Malayer,12.5,87.5,50.0,50.0
 Iran,Mashhad,27.380952380952383,72.61904761904762,43.75,56.25
 Iran,Najafabad,0.0,100.0,50.0,50.0
 Iran,Nowshahr,100.0,0.0,50.0,50.0
 Iran,Nurabad,25.0,75.0,50.0,50.0
 Iran,Qazvin,29.166666666666664,70.83333333333334,75.0,25.0
 Iran,Qom,20.0,80.0,66.66666666666666,33.333333333333336
 Iran,Rasht,44.44444444444444,55.55555555555556,55.0,45.0
 Iran,Sanandaj,3.57142857142857,96.42857142857143,16.66666666666667,83.33333333333333
 Iran,Sari,29.166666666666664,70.83333333333334,50.0,50.0
 Iran,Saveh,25.0,75.0,25.0,75.0
 Iran,Shiraz,55.00000000000001,44.99999999999999,56.25,43.75
 Iran,Tabriz,30.26315789473684,69.73684210526316,52.27272727272727,47.72727272727273
 Iran,Tehran,10.700757575757574,89.29924242424242,51.87007874015748,48.12992125984252
 Iran,Varamin,0.0,100.0,50.0,50.0
 Iran,Yasuj,0.0,100.0,50.0,50.0
 Iran,Yazd,4.999999999999999,95.0,75.0,25.0
 Iran,Zabol,14.285714285714285,85.71428571428572,33.33333333333334,66.66666666666666
 Iran,Zanjan,52.77777777777778,47.22222222222222,41.666666666666664,58.333333333333336
 Iraq,Basra,27.083333333333336,72.91666666666666,27.083333333333343,72.91666666666666
 Iraq,Erbil,36.36363636363637,63.63636363636363,35.227272727272734,64.77272727272727
 Iraq,Karbala,12.5,87.5,12.5,87.5
 Iraq,Kirkuk,25.0,75.0,37.5,62.5
 Iraq,Mosul,0.0,100.0,25.0,75.0
 Ireland,Athlone,80.0,20.0,75.0,25.0
 Ireland,Carlow,58.333333333333336,41.666666666666664,58.33333333333333,41.66666666666667
 Ireland,Claremorris,100.0,0.0,100.0,0.0
 Ireland,Clifden,100.0,0.0,50.0,50.0
 Ireland,Cork,83.33333333333333,16.66666666666667,71.875,28.125
 Ireland,Drogheda,100.0,0.0,87.5,12.5
 Ireland,Dublin,67.02380952380953,32.97619047619047,60.29411764705882,39.70588235294118
 Ireland,Dundalk,81.25,18.75,68.75,31.25
 Ireland,Ennis,100.0,0.0,50.0,50.0
 Ireland,Galway,92.04545454545456,7.954545454545439,55.55555555555556,44.44444444444444
 Ireland,Kildare,100.0,0.0,0.0,100.0
 Ireland,Kilkenny,75.0,25.0,25.0,75.0
 Ireland,Killarney,91.66666666666669,8.333333333333314,75.0,25.0
 Ireland,Limerick,80.43478260869566,19.565217391304344,61.84210526315789,38.15789473684211
 Ireland,Listowel,100.0,0.0,100.0,0.0
 Ireland,Longford,100.0,0.0,50.0,50.0
 Ireland,Malahide,75.0,25.0,75.0,25.0
 Ireland,Maynooth,50.0,50.0,41.666666666666664,58.333333333333336
 Ireland,Newbridge,50.0,50.0,100.0,0.0
 Ireland,Sligo,75.0,25.0,50.0,50.0
 Ireland,Swords,50.0,50.0,100.0,0.0
 Ireland,Tralee,91.66666666666669,8.333333333333314,91.66666666666667,8.333333333333332
 Ireland,Waterford,87.5,12.5,75.0,25.0
 Ireland,Wicklow,100.0,0.0,50.0,50.0
 Israel,Acre,25.0,75.0,25.0,75.0
 Israel,Afula,41.66666666666667,58.33333333333333,62.5,37.5
 Israel,Arad,41.66666666666667,58.33333333333333,62.5,37.5
 Israel,Ashdod,25.0,75.0,58.33333333333333,41.66666666666667
 Israel,Ashkelon,4.999999999999999,95.0,0.0,100.0
 Israel,Bat Yam,50.0,50.0,58.33333333333333,41.66666666666667
 Israel,Beersheba,29.166666666666664,70.83333333333334,78.125,21.875
 Israel,Beit Shemesh,37.5,62.5,33.33333333333334,66.66666666666666
 Israel,Gedera,12.5,87.5,50.0,50.0
 Israel,Givatayim,25.0,75.0,50.0,50.0
 Israel,Hadera,25.0,75.0,50.0,50.0
 Israel,Haifa,17.96875,82.03125,45.370370370370374,54.629629629629626
 Israel,Herzliya,80.0,20.0,85.0,15.000000000000002
 Israel,Holon,32.14285714285714,67.85714285714286,75.0,25.0
 Israel,Jerusalem,37.096774193548384,62.903225806451616,57.608695652173914,42.391304347826086
 Israel,Karmiel,53.57142857142857,46.42857142857143,100.0,0.0
 Israel,Kiryat Ata,25.0,75.0,50.0,50.0
 Israel,Kiryat Bialik,29.166666666666664,70.83333333333334,62.5,37.5
 Israel,Lod,25.0,75.0,0.0,100.0
 Israel,Netanya,77.77777777777779,22.222222222222214,72.22222222222223,27.77777777777778
 Israel,Pardes Hanna-Karkur,25.0,75.0,50.0,50.0
 Israel,Petah Tikva,27.77777777777778,72.22222222222223,79.16666666666667,20.83333333333333
 Israel,Ramat Gan,32.5,67.5,70.83333333333334,29.166666666666664
 Israel,Ramat HaSharon,25.0,75.0,25.0,75.0
 Israel,Rehovot,37.5,62.5,68.75,31.25
 Israel,Yavne,25.0,75.0,50.0,50.0
 Italy,Agrigento,75.0,25.0,50.0,50.0
 Italy,Alessandria,35.714285714285715,64.28571428571428,43.75,56.25
 Italy,Ancona,63.888888888888886,36.111111111111114,70.0,30.0
 Italy,Asti,62.5,37.5,50.0,50.0
 Italy,Bari,63.33333333333333,36.66666666666667,77.77777777777777,22.22222222222222
 Italy,Barletta,65.0,35.0,25.0,75.0
 Italy,Benevento,45.0,55.0,25.0,75.0
 Italy,Bergamo,46.66666666666666,53.33333333333334,65.0,35.0
 Italy,Biella,87.5,12.5,50.0,50.0
 Italy,Bologna,38.15789473684211,61.84210526315789,71.96969696969697,28.030303030303028
 Italy,Brescia,22.65625,77.34375,29.464285714285722,70.53571428571428
 Italy,Brindisi,35.0,65.0,41.666666666666664,58.333333333333336
 Italy,Busto Arsizio,0.0,100.0,25.0,75.0
 Italy,Cagliari,71.05263157894737,28.94736842105263,80.0,20.0
 Italy,Caserta,34.375,65.625,43.75,56.25
 Italy,Catania,46.42857142857143,53.57142857142857,44.44444444444444,55.55555555555556
 Italy,Catanzaro,87.5,12.5,50.0,50.0
 Italy,Como,58.333333333333336,41.666666666666664,60.0,40.0
 Italy,Cremona,50.0,50.0,50.0,50.0
 Italy,Croton,62.5,37.5,50.0,50.0
 Italy,Cuneo,82.5,17.5,100.0,0.0
 Italy,Faenza,75.0,25.0,50.0,50.0
 Italy,Ferrara,39.285714285714285,60.714285714285715,50.0,50.0
 Italy,Florence,52.67857142857143,47.32142857142857,64.0,36.0
 Italy,Foggia,62.5,37.5,18.75,81.25
 Italy,Forli,58.333333333333336,41.666666666666664,0.0,100.0
 Italy,Genoa,51.72413793103448,48.27586206896552,70.0,30.0
 Italy,Gorizia,90.0,10.0,75.0,25.0
 Italy,L'Aquila,87.5,12.5,50.0,50.0
 Italy,Latina,70.83333333333334,29.166666666666657,37.5,62.5
 Italy,Lecce,71.66666666666667,28.33333333333333,52.27272727272727,47.72727272727273
 Italy,Livorno,55.55555555555556,44.44444444444444,37.5,62.5
 Italy,Lucca,66.66666666666666,33.33333333333334,62.5,37.5
 Italy,Macerata,93.75,6.25,91.66666666666667,8.333333333333332
 Italy,Messina,75.0,25.0,87.5,12.5
 Italy,Milan,24.397590361445783,75.60240963855422,60.509554140127385,39.490445859872615
 Italy,Modena,39.0625,60.9375,50.0,50.0
 Italy,Montecchio,87.5,12.5,50.0,50.0
 Italy,Monza,42.85714285714286,57.14285714285714,50.0,50.0
 Italy,Naples,28.846153846153843,71.15384615384616,44.680851063829785,55.319148936170215
 Italy,Novara,65.0,35.0,100.0,0.0
 Italy,Olbia,87.5,12.5,50.0,50.0
 Italy,Padua,29.166666666666664,70.83333333333334,50.0,50.0
 Italy,Palermo,45.45454545454545,54.54545454545455,48.68421052631579,51.31578947368421
 Italy,Parma,34.375,65.625,43.18181818181819,56.81818181818181
 Italy,Perugia,70.0,30.0,50.0,50.0
 Italy,Pescara,61.11111111111112,38.88888888888888,20.83333333333333,79.16666666666667
 Italy,Piacenza,62.5,37.5,50.0,50.0
 Italy,Pisa,53.125,46.875,62.5,37.5
 Italy,Prato,50.0,50.0,50.0,50.0
 Italy,Ravenna,64.28571428571428,35.71428571428572,83.33333333333333,16.666666666666668
 Italy,Rimini,75.0,25.0,37.5,62.5
 Italy,Salerno,60.0,40.0,41.666666666666664,58.333333333333336
 Italy,Sassari,71.875,28.125,56.25,43.75
 Italy,Savona,66.66666666666666,33.33333333333334,37.5,62.5
 Italy,Siena,81.25,18.75,78.57142857142857,21.42857142857143
 Italy,Syracuse,59.375,40.625,25.0,75.0
 Italy,Taranto,75.0,25.0,50.0,50.0
 Italy,Terni,42.5,57.5,50.0,50.0
 Italy,Trento,86.76470588235294,13.235294117647058,100.0,0.0
 Italy,Treviso,50.0,50.0,72.22222222222223,27.77777777777778
 Italy,Trieste,58.87096774193549,41.12903225806451,71.0,29.000000000000004
 Italy,Udine,72.5,27.5,66.66666666666666,33.333333333333336
 Italy,Varese,50.0,50.0,66.66666666666666,33.333333333333336
 Italy,Venice,36.25,63.75,32.14285714285714,67.85714285714286
 Italy,Ventimiglia,50.0,50.0,75.0,25.0
 Italy,Verona,36.11111111111111,63.88888888888889,57.14285714285714,42.85714285714286
